sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-108.0,-981.0,165.0,-18.0,70.0,-28.0
1,-80.0,-979.0,155.0,-6.0,70.0,-127.0
2,-76.0,-986.0,146.0,3.0,65.0,-121.0
3,-69.0,-986.0,153.0,20.0,53.0,-114.0
4,-84.0,-977.0,167.0,30.0,52.0,-109.0
5,-90.0,-970.0,169.0,27.0,53.0,-111.0
6,-93.0,-963.0,178.0,24.0,48.0,-117.0
7,-89.0,-976.0,175.0,13.0,42.0,-126.0
8,-69.0,-992.0,138.0,5.0,42.0,-132.0
9,-72.0,-982.0,151.0,28.0,38.0,-131.0
10,-75.0,-974.0,178.0,39.0,31.0,-135.0
11,-71.0,-973.0,176.0,31.0,37.0,-142.0
12,-62.0,-975.0,174.0,23.0,-14.0,-277.0
13,-53.0,-980.0,173.0,29.0,-24.0,-287.0
14,-18.0,-977.0,167.0,28.0,-51.0,-286.0
15,-4.0,-986.0,153.0,18.0,-50.0,-270.0
16,3.0,-973.0,185.0,23.0,-48.0,-248.0
17,22.0,-975.0,176.0,0.0,-34.0,-230.0
18,33.0,-990.0,162.0,-12.0,-4.0,-206.0
19,-5.0,-984.0,176.0,10.0,21.0,-180.0
20,14.0,-989.0,162.0,19.0,28.0,-176.0
21,-11.0,-989.0,174.0,44.0,79.0,-95.0
22,6.0,-980.0,186.0,46.0,72.0,-100.0
23,20.0,-1003.0,167.0,41.0,80.0,-99.0
24,-8.0,-983.0,179.0,66.0,91.0,-90.0
25,12.0,-964.0,198.0,74.0,72.0,-82.0
26,9.0,-985.0,176.0,52.0,73.0,-67.0
27,0.0,-976.0,186.0,59.0,70.0,-53.0
28,12.0,-977.0,197.0,56.0,62.0,-49.0
29,-1.0,-1000.0,178.0,49.0,75.0,-45.0
30,8.0,-1014.0,150.0,73.0,75.0,-51.0
31,-5.0,-976.0,191.0,89.0,75.0,-13.0
32,0.0,-973.0,203.0,9.0,226.0,13.0
33,19.0,-969.0,205.0,2.0,215.0,33.0
34,-13.0,-961.0,215.0,-4.0,216.0,57.0
35,-13.0,-966.0,208.0,-19.0,211.0,61.0
36,-5.0,-987.0,188.0,-27.0,210.0,60.0
37,11.0,-973.0,204.0,-17.0,202.0,70.0
38,-7.0,-976.0,206.0,-20.0,223.0,81.0
39,-40.0,-989.0,186.0,-27.0,238.0,83.0
40,-52.0,-1017.0,168.0,-30.0,216.0,75.0
41,-22.0,-1046.0,161.0,-23.0,162.0,83.0
42,60.0,-1016.0,175.0,2.0,104.0,138.0
43,36.0,-989.0,197.0,21.0,114.0,222.0
44,16.0,-1021.0,171.0,37.0,135.0,269.0
45,-32.0,-1000.0,189.0,86.0,152.0,285.0
46,-73.0,-988.0,211.0,106.0,147.0,272.0
47,38.0,-1365.0,97.0,1020.0,250.0,-58.0
48,-227.0,-1521.0,203.0,1975.0,5.0,-60.0
49,-127.0,-1608.0,142.0,2619.0,32.0,-80.0
50,-159.0,-1356.0,55.0,2898.0,98.0,-47.0
51,-87.0,-1376.0,88.0,2889.0,-16.0,-55.0
52,-85.0,-1380.0,140.0,2931.0,-32.0,-88.0
53,-34.0,-1309.0,129.0,3023.0,-33.0,-87.0
54,16.0,-1209.0,106.0,3073.0,-19.0,-69.0
55,13.0,-1114.0,83.0,3078.0,32.0,-51.0
56,22.0,-1039.0,58.0,3047.0,45.0,-49.0
57,16.0,-957.0,57.0,3004.0,47.0,-62.0
58,-3.0,-818.0,80.0,2974.0,52.0,-53.0
59,33.0,-650.0,87.0,2900.0,16.0,-35.0
60,314.0,-651.0,-313.0,-3287.0,-221.0,366.0
61,286.0,-787.0,-250.0,-3320.0,-15.0,301.0
62,213.0,-868.0,-159.0,-3277.0,121.0,208.0
63,129.0,-920.0,-86.0,-3227.0,187.0,117.0
64,84.0,-981.0,-26.0,-3215.0,160.0,33.0
65,50.0,-1075.0,30.0,-3237.0,80.0,-53.0
66,-6.0,-1166.0,88.0,-3252.0,-45.0,-134.0
67,-116.0,-1886.0,561.0,-2630.0,131.0,-221.0
68,54.0,-1225.0,259.0,786.0,-219.0,-17.0
69,-21.0,-998.0,247.0,1199.0,-201.0,187.0
70,-56.0,-1086.0,17.0,1520.0,-98.0,333.0
71,-591.0,-1550.0,-563.0,1639.0,466.0,295.0
72,-27.0,-1959.0,-1682.0,883.0,65.0,-149.0
73,300.0,-1831.0,-1494.0,1989.0,-222.0,-145.0
74,-316.0,-713.0,-325.0,3937.0,226.0,114.0
75,-492.0,-236.0,348.0,3088.0,-147.0,-59.0
76,54.0,-902.0,524.0,1726.0,-793.0,-365.0
77,238.0,-731.0,557.0,1714.0,-685.0,-340.0
78,147.0,-765.0,412.0,1511.0,-396.0,-191.0
79,133.0,-898.0,247.0,1193.0,-268.0,-113.0
80,136.0,-979.0,101.0,1037.0,-136.0,-82.0
81,2.0,-1018.0,-30.0,996.0,57.0,-73.0
82,9.0,-1109.0,-139.0,1006.0,157.0,-132.0
83,-12.0,-1080.0,-98.0,1152.0,217.0,-190.0
84,23.0,-991.0,-49.0,1219.0,215.0,-190.0
85,38.0,-953.0,109.0,1125.0,146.0,-115.0
86,-50.0,-839.0,309.0,1046.0,78.0,-53.0
87,44.0,-944.0,215.0,97.0,140.0,-197.0
88,47.0,-978.0,187.0,64.0,126.0,-50.0
89,56.0,-981.0,185.0,65.0,121.0,-42.0
90,61.0,-999.0,166.0,67.0,123.0,-27.0
91,61.0,-984.0,189.0,92.0,130.0,-10.0
92,51.0,-952.0,219.0,111.0,134.0,2.0
93,40.0,-966.0,206.0,88.0,149.0,1.0
94,33.0,-987.0,190.0,76.0,164.0,-10.0
95,44.0,-982.0,200.0,88.0,159.0,-18.0
96,50.0,-1001.0,166.0,88.0,159.0,-17.0
97,62.0,-981.0,190.0,115.0,152.0,3.0
98,60.0,-956.0,223.0,125.0,131.0,40.0
99,8.0,-1074.0,218.0,450.0,168.0,116.0
100,284.0,-1757.0,338.0,1385.0,-263.0,412.0
101,224.0,-1839.0,356.0,1597.0,-109.0,320.0
102,119.0,-1867.0,349.0,1825.0,-24.0,222.0
103,35.0,-1950.0,343.0,2023.0,5.0,148.0
104,-15.0,-1959.0,284.0,2261.0,-13.0,102.0
105,-26.0,-1903.0,231.0,2543.0,-45.0,102.0
106,106.0,-1891.0,213.0,2729.0,-131.0,99.0
107,212.0,-1946.0,173.0,2880.0,-113.0,40.0
108,369.0,-1959.0,58.0,3043.0,-16.0,-26.0
109,513.0,-1959.0,-101.0,3228.0,184.0,-57.0
110,575.0,-1949.0,-263.0,3435.0,489.0,-79.0
111,578.0,-1847.0,-317.0,3675.0,807.0,-67.0
112,-144.0,-332.0,-456.0,-2636.0,-586.0,300.0
113,-36.0,-407.0,-439.0,-2674.0,-777.0,333.0
114,60.0,-433.0,-392.0,-2711.0,-878.0,269.0
115,192.0,-386.0,-332.0,-2770.0,-917.0,164.0
116,371.0,-337.0,-281.0,-2939.0,-878.0,98.0
117,511.0,-441.0,-249.0,-3267.0,-688.0,66.0
118,413.0,-657.0,-181.0,-3562.0,-295.0,41.0
119,197.0,-846.0,-91.0,-3715.0,25.0,6.0
120,17.0,-1004.0,-13.0,-3789.0,113.0,-20.0
121,-141.0,-1150.0,61.0,-3810.0,49.0,-60.0
122,-316.0,-1227.0,147.0,-3738.0,-125.0,-124.0
123,-147.0,-1273.0,178.0,-3583.0,-868.0,-225.0
124,-204.0,-1418.0,1001.0,-1912.0,201.0,-409.0
125,-346.0,-1186.0,1202.0,-654.0,1106.0,-122.0
126,-476.0,-1157.0,1095.0,-345.0,1160.0,-18.0
127,-582.0,-1013.0,989.0,-34.0,1038.0,104.0
128,-638.0,-1065.0,883.0,111.0,756.0,167.0
129,-751.0,-1628.0,766.0,325.0,362.0,253.0
130,-697.0,-1292.0,740.0,1252.0,-186.0,397.0
131,-636.0,-1393.0,768.0,1760.0,-610.0,324.0
132,-400.0,-1280.0,710.0,2213.0,-987.0,234.0
133,-141.0,-998.0,491.0,2370.0,-1184.0,217.0
134,260.0,-1350.0,-38.0,2079.0,-1189.0,177.0
135,559.0,-1848.0,-990.0,1814.0,-856.0,209.0
136,-268.0,-1411.0,-712.0,2838.0,-157.0,545.0
137,12.0,-1029.0,107.0,93.0,86.0,-209.0
138,15.0,-1037.0,107.0,137.0,76.0,-183.0
139,13.0,-1002.0,147.0,202.0,57.0,-158.0
140,5.0,-971.0,182.0,227.0,59.0,-151.0
141,-5.0,-950.0,203.0,218.0,69.0,-160.0
142,-45.0,-975.0,179.0,170.0,94.0,-184.0
143,-18.0,-1008.0,142.0,135.0,81.0,-219.0
144,7.0,-1020.0,135.0,130.0,70.0,-233.0
145,16.0,-985.0,154.0,147.0,62.0,-227.0
146,40.0,-1006.0,149.0,188.0,255.0,165.0
147,6.0,-1183.0,289.0,1041.0,-97.0,545.0
148,-12.0,-1328.0,310.0,1059.0,-70.0,557.0
149,-124.0,-1519.0,320.0,1178.0,20.0,562.0
150,-341.0,-1656.0,363.0,1352.0,76.0,576.0
151,-59.0,-1680.0,369.0,1531.0,-162.0,592.0
152,384.0,-1705.0,339.0,1627.0,-346.0,431.0
153,454.0,-1882.0,304.0,1685.0,-166.0,223.0
154,274.0,-1819.0,295.0,1911.0,60.0,85.0
155,181.0,-1821.0,280.0,2048.0,139.0,15.0
156,284.0,-1815.0,207.0,2208.0,112.0,-29.0
157,2.0,15.0,-197.0,1811.0,869.0,-236.0
158,237.0,-9.0,-593.0,1169.0,886.0,-238.0
159,-398.0,154.0,-439.0,668.0,1540.0,-181.0
160,-352.0,-58.0,-324.0,-208.0,1015.0,3.0
161,-211.0,-381.0,-410.0,-798.0,707.0,55.0
162,-274.0,-246.0,-361.0,-1121.0,659.0,5.0
163,-272.0,-321.0,-364.0,-1453.0,532.0,48.0
164,-223.0,-354.0,-373.0,-1684.0,390.0,95.0
165,-198.0,-391.0,-368.0,-1912.0,294.0,102.0
166,-191.0,-443.0,-347.0,-2121.0,200.0,83.0
167,-120.0,-454.0,-324.0,-2284.0,66.0,72.0
168,-78.0,-464.0,-289.0,-2446.0,-8.0,70.0
169,-70.0,-562.0,-240.0,-2654.0,-58.0,57.0
170,-11.0,-676.0,-194.0,-2808.0,-167.0,10.0
171,-52.0,-751.0,-90.0,-2936.0,-274.0,-73.0
172,254.0,-1592.0,580.0,-2043.0,5.0,-415.0
173,400.0,-1390.0,677.0,-1801.0,313.0,-374.0
174,561.0,-1177.0,769.0,-1645.0,658.0,-419.0
175,494.0,-1198.0,844.0,-1677.0,1114.0,-612.0
176,159.0,-1331.0,927.0,-1652.0,1593.0,-804.0
177,-281.0,-1335.0,1049.0,-1420.0,1881.0,-864.0
178,-574.0,-1199.0,1186.0,-1097.0,1877.0,-800.0
179,-677.0,-1072.0,1286.0,-857.0,1682.0,-694.0
180,-809.0,-1149.0,1320.0,-707.0,1497.0,-578.0
181,-833.0,-1220.0,1270.0,-433.0,1182.0,-469.0
182,-263.0,-830.0,743.0,2540.0,-740.0,15.0
183,485.0,-691.0,385.0,1529.0,-327.0,-138.0
184,138.0,-965.0,154.0,969.0,200.0,7.0
185,-120.0,-980.0,67.0,795.0,318.0,37.0
186,-131.0,-1031.0,0.0,698.0,176.0,-30.0
187,-32.0,-1009.0,4.0,732.0,5.0,-87.0
