sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,11.0,-968.0,226.0,-1.0,73.0,-4.0
1,7.0,-965.0,226.0,-3.0,76.0,-3.0
2,5.0,-969.0,226.0,-33.0,93.0,-5.0
3,5.0,-973.0,220.0,-39.0,94.0,-5.0
4,4.0,-973.0,219.0,-39.0,94.0,-5.0
5,8.0,-971.0,222.0,-36.0,91.0,-3.0
6,5.0,-968.0,224.0,-36.0,91.0,-1.0
7,6.0,-967.0,227.0,-39.0,89.0,1.0
8,7.0,-973.0,223.0,-45.0,89.0,2.0
9,5.0,-973.0,224.0,-47.0,92.0,1.0
10,1.0,-972.0,222.0,9.0,79.0,-7.0
11,4.0,-976.0,215.0,3.0,76.0,-9.0
12,0.0,-968.0,222.0,6.0,77.0,-7.0
13,0.0,-963.0,226.0,1.0,72.0,-5.0
14,0.0,-965.0,226.0,-7.0,71.0,-4.0
15,2.0,-968.0,223.0,-13.0,71.0,-5.0
16,3.0,-972.0,220.0,-18.0,74.0,-6.0
17,6.0,-977.0,216.0,-21.0,79.0,-7.0
18,-8.0,-978.0,214.0,-46.0,84.0,-39.0
19,4.0,-983.0,209.0,-50.0,85.0,-47.0
20,3.0,-978.0,210.0,-45.0,90.0,-45.0
21,9.0,-983.0,199.0,-42.0,93.0,-43.0
22,10.0,-978.0,207.0,-27.0,95.0,-38.0
23,11.0,-968.0,222.0,-11.0,96.0,-31.0
24,10.0,-961.0,223.0,-12.0,99.0,-26.0
25,8.0,-965.0,226.0,-19.0,104.0,-25.0
26,8.0,-963.0,227.0,-20.0,106.0,-29.0
27,-7.0,-956.0,234.0,-24.0,110.0,-34.0
28,-29.0,-960.0,227.0,-44.0,108.0,-41.0
29,8.0,-969.0,214.0,-2.0,68.0,-61.0
30,0.0,-982.0,199.0,-8.0,79.0,-61.0
31,-8.0,-983.0,192.0,3.0,76.0,-63.0
32,-26.0,-972.0,197.0,27.0,66.0,-66.0
33,-26.0,-970.0,209.0,39.0,46.0,-78.0
34,-20.0,-964.0,216.0,48.0,23.0,-90.0
35,-10.0,-958.0,216.0,51.0,1.0,-95.0
36,-29.0,-959.0,204.0,57.0,-13.0,-96.0
37,3.0,-949.0,232.0,71.0,-54.0,-104.0
38,3.0,-954.0,224.0,69.0,-68.0,-105.0
39,25.0,-948.0,250.0,63.0,-87.0,-105.0
40,70.0,-984.0,213.0,58.0,0.0,-97.0
41,49.0,-958.0,244.0,64.0,6.0,-66.0
42,58.0,-965.0,234.0,39.0,7.0,-54.0
43,30.0,-972.0,222.0,21.0,24.0,-45.0
44,28.0,-977.0,219.0,17.0,23.0,-47.0
45,26.0,-981.0,210.0,20.0,21.0,-57.0
46,41.0,-984.0,211.0,27.0,22.0,-70.0
47,32.0,-968.0,227.0,36.0,27.0,-73.0
48,34.0,-971.0,221.0,27.0,31.0,-78.0
49,33.0,-971.0,222.0,24.0,35.0,-86.0
50,36.0,-969.0,228.0,23.0,34.0,-93.0
51,54.0,-965.0,227.0,-15.0,104.0,-21.0
52,56.0,-1017.0,184.0,30.0,166.0,-16.0
53,27.0,-1004.0,225.0,70.0,180.0,73.0
54,35.0,-1008.0,232.0,93.0,172.0,69.0
55,31.0,-1025.0,236.0,114.0,171.0,74.0
56,39.0,-1072.0,216.0,129.0,173.0,72.0
57,55.0,-1073.0,225.0,183.0,178.0,74.0
