sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,43.0,-978.0,195.0,-9.0,72.0,-16.0
1,37.0,-976.0,196.0,-3.0,73.0,-17.0
2,41.0,-978.0,197.0,0.0,71.0,-19.0
3,35.0,-970.0,202.0,3.0,71.0,-18.0
4,43.0,-980.0,195.0,-4.0,67.0,-20.0
5,41.0,-978.0,196.0,-3.0,69.0,-17.0
6,36.0,-976.0,200.0,-1.0,69.0,-16.0
7,43.0,-974.0,199.0,-2.0,63.0,-16.0
8,42.0,-978.0,195.0,-5.0,62.0,-13.0
9,37.0,-974.0,201.0,1.0,62.0,-8.0
10,41.0,-975.0,199.0,-2.0,58.0,-8.0
11,37.0,-972.0,201.0,1.0,60.0,-4.0
12,38.0,-970.0,204.0,13.0,49.0,-18.0
13,53.0,-972.0,207.0,7.0,32.0,-46.0
14,55.0,-979.0,208.0,4.0,37.0,-42.0
15,54.0,-982.0,206.0,6.0,44.0,-36.0
16,52.0,-975.0,209.0,13.0,49.0,-31.0
17,46.0,-980.0,216.0,13.0,54.0,-28.0
18,54.0,-1008.0,190.0,4.0,58.0,-34.0
19,35.0,-982.0,210.0,39.0,62.0,-35.0
20,27.0,-964.0,220.0,51.0,54.0,-42.0
21,40.0,-972.0,214.0,37.0,40.0,-56.0
22,40.0,-966.0,218.0,36.0,40.0,-64.0
23,52.0,-1045.0,205.0,15.0,34.0,-72.0
24,67.0,-962.0,225.0,19.0,66.0,-99.0
25,61.0,-982.0,221.0,17.0,57.0,8.0
26,53.0,-973.0,225.0,-3.0,57.0,2.0
27,41.0,-966.0,228.0,-1.0,62.0,-5.0
28,47.0,-967.0,229.0,-10.0,57.0,-22.0
29,61.0,-964.0,229.0,-15.0,56.0,-31.0
30,55.0,-962.0,227.0,-20.0,63.0,-29.0
31,55.0,-964.0,227.0,-23.0,64.0,-29.0
32,55.0,-963.0,228.0,-24.0,63.0,-32.0
33,57.0,-962.0,228.0,-26.0,62.0,-32.0
34,45.0,-959.0,230.0,-27.0,63.0,-31.0
35,49.0,-975.0,218.0,-33.0,58.0,-39.0
36,58.0,-966.0,226.0,-24.0,51.0,-44.0
37,69.0,-993.0,199.0,-80.0,8.0,-104.0
38,81.0,-918.0,249.0,113.0,-4.0,-77.0
39,83.0,-926.0,248.0,70.0,-18.0,-68.0
40,76.0,-944.0,232.0,31.0,-19.0,-65.0
41,83.0,-965.0,215.0,14.0,-27.0,-64.0
42,90.0,-966.0,222.0,20.0,-30.0,-57.0
43,106.0,-985.0,199.0,10.0,-23.0,-50.0
44,83.0,-979.0,211.0,22.0,4.0,-41.0
45,75.0,-973.0,218.0,28.0,13.0,-41.0
46,77.0,-961.0,227.0,24.0,12.0,-47.0
47,83.0,-968.0,219.0,6.0,10.0,-50.0
48,69.0,-966.0,226.0,2.0,13.0,-49.0
49,110.0,-994.0,195.0,4.0,16.0,-59.0
50,79.0,-962.0,227.0,68.0,66.0,61.0
51,47.0,-973.0,233.0,62.0,67.0,71.0
52,59.0,-993.0,217.0,52.0,60.0,39.0
53,67.0,-986.0,224.0,66.0,63.0,19.0
54,65.0,-1012.0,215.0,66.0,69.0,8.0
55,94.0,-1001.0,216.0,88.0,66.0,4.0
56,93.0,-985.0,227.0,109.0,80.0,19.0
57,94.0,-995.0,233.0,111.0,90.0,35.0
58,102.0,-1014.0,223.0,113.0,102.0,51.0
59,89.0,-996.0,235.0,139.0,120.0,71.0
60,86.0,-1006.0,247.0,145.0,134.0,84.0
61,65.0,-1072.0,231.0,137.0,158.0,85.0
62,-42.0,-920.0,322.0,871.0,-203.0,-15.0
63,160.0,-1272.0,395.0,994.0,269.0,-11.0
64,90.0,-1328.0,383.0,1062.0,318.0,-56.0
65,62.0,-1391.0,382.0,1143.0,319.0,-109.0
66,85.0,-1464.0,374.0,1239.0,290.0,-181.0
67,138.0,-1533.0,353.0,1364.0,282.0,-261.0
68,209.0,-1630.0,333.0,1505.0,312.0,-349.0
69,337.0,-1686.0,337.0,1709.0,384.0,-436.0
70,304.0,-1866.0,328.0,1917.0,597.0,-460.0
71,-620.0,597.0,-679.0,155.0,840.0,401.0
72,-254.0,331.0,-575.0,-1372.0,-529.0,609.0
73,166.0,-480.0,-526.0,-2973.0,-1350.0,293.0
74,172.0,-609.0,-584.0,-2581.0,-997.0,135.0
75,84.0,-206.0,-467.0,-1877.0,-786.0,267.0
76,135.0,43.0,-494.0,-2040.0,-859.0,303.0
77,186.0,-16.0,-524.0,-2661.0,-879.0,261.0
78,234.0,-186.0,-556.0,-3186.0,-845.0,195.0
79,269.0,-250.0,-565.0,-3432.0,-754.0,152.0
80,278.0,-332.0,-537.0,-3681.0,-634.0,113.0
81,322.0,-526.0,-492.0,-3997.0,-539.0,51.0
82,183.0,-1794.0,424.0,-3361.0,-1039.0,-731.0
83,-73.0,-1420.0,1369.0,-1654.0,-479.0,-135.0
84,-185.0,-1395.0,1631.0,-1383.0,-430.0,-100.0
85,-338.0,-1420.0,1838.0,-1030.0,-306.0,-36.0
86,-358.0,-1372.0,1937.0,-557.0,-257.0,21.0
87,-274.0,-1185.0,1847.0,-64.0,-202.0,35.0
88,-220.0,-1179.0,1574.0,226.0,-63.0,47.0
89,-151.0,-1253.0,1260.0,473.0,66.0,87.0
90,-157.0,-1236.0,1003.0,788.0,224.0,157.0
91,-120.0,-1156.0,756.0,1057.0,274.0,201.0
92,-130.0,-952.0,509.0,1259.0,301.0,181.0
93,-176.0,-931.0,421.0,1305.0,280.0,82.0
94,-75.0,-1128.0,-121.0,821.0,492.0,118.0
95,-27.0,-990.0,15.0,1129.0,330.0,-30.0
