sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,33.0,-969.0,215.0,-12.0,41.0,-99.0
1,0.0,-960.0,226.0,12.0,14.0,-126.0
2,23.0,-958.0,228.0,12.0,-12.0,-143.0
3,41.0,-967.0,214.0,7.0,-31.0,-157.0
4,42.0,-968.0,216.0,14.0,-34.0,-160.0
5,52.0,-965.0,225.0,21.0,-48.0,-160.0
6,54.0,-964.0,231.0,18.0,-55.0,-157.0
7,41.0,-964.0,227.0,13.0,-58.0,-153.0
8,49.0,-975.0,214.0,11.0,-67.0,-158.0
9,54.0,-975.0,218.0,20.0,-71.0,-164.0
10,56.0,-981.0,209.0,25.0,-77.0,-164.0
11,73.0,-981.0,213.0,43.0,-92.0,-168.0
12,113.0,-959.0,229.0,59.0,-100.0,-162.0
13,107.0,-961.0,232.0,48.0,-71.0,-142.0
14,73.0,-968.0,222.0,40.0,-34.0,-127.0
15,54.0,-989.0,208.0,33.0,-17.0,-135.0
16,82.0,-981.0,211.0,2.0,29.0,-46.0
17,87.0,-970.0,220.0,-8.0,65.0,-52.0
18,98.0,-976.0,204.0,2.0,63.0,-46.0
19,105.0,-975.0,215.0,19.0,63.0,-35.0
20,98.0,-964.0,226.0,32.0,68.0,-18.0
21,90.0,-964.0,231.0,28.0,68.0,-8.0
22,89.0,-970.0,221.0,27.0,68.0,0.0
23,80.0,-972.0,223.0,34.0,70.0,3.0
24,85.0,-965.0,227.0,43.0,68.0,-1.0
25,76.0,-967.0,228.0,41.0,70.0,-5.0
26,76.0,-967.0,230.0,41.0,66.0,-12.0
27,75.0,-967.0,230.0,40.0,65.0,-20.0
28,101.0,-961.0,239.0,42.0,102.0,25.0
29,70.0,-974.0,251.0,135.0,193.0,92.0
30,69.0,-985.0,246.0,135.0,194.0,96.0
31,49.0,-994.0,250.0,140.0,200.0,90.0
32,55.0,-985.0,255.0,150.0,189.0,79.0
33,65.0,-975.0,261.0,156.0,174.0,78.0
34,48.0,-985.0,271.0,157.0,177.0,86.0
35,46.0,-1013.0,259.0,151.0,178.0,84.0
36,80.0,-1031.0,254.0,169.0,161.0,81.0
37,102.0,-1024.0,255.0,194.0,161.0,104.0
38,70.0,-1019.0,257.0,206.0,191.0,136.0
39,60.0,-1048.0,251.0,211.0,203.0,151.0
40,47.0,-1259.0,360.0,1006.0,38.0,60.0
41,54.0,-1286.0,354.0,1064.0,63.0,59.0
42,80.0,-1315.0,352.0,1131.0,65.0,41.0
43,123.0,-1324.0,349.0,1219.0,66.0,8.0
44,148.0,-1323.0,341.0,1317.0,101.0,-31.0
45,165.0,-1325.0,351.0,1418.0,141.0,-82.0
46,194.0,-1386.0,359.0,1499.0,168.0,-163.0
47,226.0,-1425.0,347.0,1628.0,216.0,-242.0
48,244.0,-1448.0,352.0,1780.0,288.0,-303.0
49,248.0,-1535.0,366.0,1901.0,392.0,-350.0
50,280.0,-1629.0,362.0,2070.0,490.0,-362.0
51,-220.0,-250.0,-455.0,-1231.0,-718.0,1045.0
52,425.0,-852.0,-649.0,-1944.0,-1314.0,973.0
53,198.0,-558.0,-528.0,-1144.0,-554.0,841.0
54,64.0,-132.0,-451.0,-885.0,-332.0,760.0
55,71.0,0.0,-487.0,-1351.0,-350.0,692.0
56,63.0,-108.0,-506.0,-1946.0,-282.0,773.0
57,126.0,-287.0,-537.0,-2377.0,-241.0,918.0
58,163.0,-404.0,-499.0,-2587.0,-159.0,927.0
59,331.0,-1797.0,829.0,-3495.0,75.0,129.0
60,-80.0,-1344.0,699.0,-1104.0,184.0,-428.0
61,-279.0,-1282.0,711.0,-869.0,225.0,-451.0
62,-428.0,-1191.0,722.0,-642.0,129.0,-467.0
63,-456.0,-1126.0,733.0,-470.0,-66.0,-453.0
64,-416.0,-1109.0,747.0,-334.0,-253.0,-424.0
65,-370.0,-940.0,788.0,-142.0,-368.0,-380.0
66,-307.0,-789.0,842.0,-80.0,-425.0,-267.0
67,-140.0,-821.0,851.0,-187.0,-453.0,-167.0
68,-70.0,-856.0,868.0,-207.0,-315.0,-171.0
69,-107.0,-966.0,862.0,-166.0,-138.0,-193.0
70,-225.0,-1069.0,845.0,-6.0,-8.0,-195.0
71,2.0,-892.0,396.0,1096.0,-346.0,-149.0
72,76.0,-777.0,221.0,953.0,-272.0,-118.0
73,235.0,-1033.0,74.0,684.0,-226.0,-26.0
74,50.0,-907.0,175.0,740.0,37.0,114.0
75,-5.0,-899.0,169.0,712.0,89.0,149.0
76,-82.0,-952.0,124.0,673.0,51.0,144.0
77,-81.0,-972.0,108.0,665.0,-41.0,154.0
78,15.0,-966.0,134.0,640.0,-151.0,173.0
79,0.0,-982.0,172.0,594.0,-108.0,192.0
80,-46.0,-946.0,168.0,578.0,-48.0,170.0
81,-110.0,-979.0,214.0,523.0,-15.0,128.0
82,-32.0,-967.0,223.0,211.0,31.0,-286.0
83,88.0,-944.0,265.0,220.0,-20.0,-285.0
84,73.0,-953.0,269.0,196.0,58.0,-263.0
85,-53.0,-962.0,248.0,175.0,172.0,-264.0
86,-37.0,-967.0,231.0,156.0,153.0,-290.0
87,6.0,-970.0,239.0,140.0,92.0,-298.0
88,8.0,-992.0,219.0,110.0,95.0,-289.0
89,33.0,-984.0,233.0,110.0,90.0,-276.0
90,81.0,-965.0,252.0,116.0,73.0,-245.0
91,7.0,-960.0,266.0,21.0,227.0,84.0
92,31.0,-969.0,260.0,23.0,252.0,67.0
93,5.0,-970.0,265.0,44.0,317.0,44.0
94,-27.0,-979.0,278.0,66.0,390.0,-2.0
95,-88.0,-1005.0,234.0,82.0,449.0,-62.0
96,-36.0,-986.0,247.0,118.0,406.0,-113.0
97,69.0,-974.0,254.0,123.0,298.0,-96.0
98,-13.0,-1000.0,278.0,144.0,339.0,-45.0
99,-45.0,-1023.0,286.0,205.0,349.0,-50.0
100,-53.0,-1664.0,393.0,1442.0,-386.0,333.0
101,19.0,-1778.0,400.0,1582.0,-399.0,238.0
102,92.0,-1888.0,404.0,1729.0,-403.0,93.0
103,242.0,-1903.0,374.0,1939.0,-421.0,-50.0
104,174.0,-1949.0,367.0,2135.0,-294.0,-205.0
105,62.0,-1953.0,339.0,2348.0,-199.0,-328.0
106,29.0,-1883.0,286.0,2585.0,-182.0,-383.0
107,20.0,-1860.0,214.0,2773.0,-164.0,-416.0
108,-36.0,-1847.0,108.0,2950.0,-109.0,-453.0
109,43.0,-1777.0,-33.0,3143.0,-154.0,-456.0
110,131.0,-1694.0,-126.0,3299.0,-131.0,-470.0
111,228.0,-1402.0,-203.0,3618.0,266.0,-380.0
112,111.0,-588.0,-324.0,-3053.0,327.0,324.0
113,100.0,-736.0,-246.0,-3191.0,351.0,296.0
114,162.0,-788.0,-168.0,-3224.0,342.0,238.0
115,164.0,-866.0,-98.0,-3285.0,388.0,147.0
116,48.0,-977.0,-38.0,-3349.0,451.0,50.0
117,11.0,-1076.0,-4.0,-3373.0,364.0,-35.0
118,-36.0,-1153.0,53.0,-3368.0,243.0,-121.0
119,-23.0,-1233.0,113.0,-3374.0,72.0,-213.0
120,26.0,-1339.0,171.0,-3397.0,-71.0,-290.0
121,97.0,-1433.0,226.0,-3385.0,-158.0,-338.0
122,157.0,-1487.0,280.0,-3329.0,-168.0,-366.0
123,186.0,-1528.0,334.0,-3264.0,-118.0,-382.0
124,166.0,-1551.0,372.0,-3188.0,-37.0,-382.0
125,161.0,-1544.0,381.0,-3098.0,21.0,-382.0
126,130.0,-1519.0,371.0,-3022.0,89.0,-391.0
127,101.0,-1622.0,375.0,-2963.0,166.0,-407.0
128,-196.0,-1465.0,1560.0,-1906.0,-55.0,-463.0
129,-329.0,-1197.0,1836.0,-1431.0,-105.0,-444.0
130,-439.0,-1102.0,1959.0,-1153.0,-120.0,-348.0
131,-364.0,-1204.0,1959.0,-909.0,-175.0,-262.0
132,-219.0,-1248.0,1948.0,-470.0,-155.0,-169.0
133,-91.0,-1153.0,1780.0,38.0,-25.0,-82.0
134,-39.0,-1033.0,1506.0,426.0,159.0,-45.0
135,-77.0,-1024.0,1211.0,627.0,319.0,-25.0
136,15.0,-989.0,138.0,795.0,141.0,-324.0
137,43.0,-887.0,258.0,747.0,120.0,-305.0
138,14.0,-859.0,275.0,635.0,154.0,-301.0
139,13.0,-896.0,228.0,535.0,138.0,-292.0
140,-37.0,-945.0,209.0,476.0,69.0,-252.0
141,31.0,-1010.0,138.0,413.0,-17.0,-256.0
142,33.0,-1013.0,149.0,423.0,-8.0,-272.0
143,73.0,-982.0,164.0,431.0,-7.0,-272.0
144,48.0,-964.0,183.0,397.0,18.0,-258.0
145,56.0,-934.0,227.0,364.0,15.0,-249.0
146,63.0,-948.0,209.0,302.0,13.0,-250.0
147,39.0,-985.0,183.0,257.0,53.0,-261.0
148,81.0,-1011.0,160.0,237.0,60.0,-288.0
149,61.0,-1007.0,172.0,256.0,103.0,-287.0
150,73.0,-1012.0,173.0,268.0,128.0,-296.0
151,22.0,-970.0,245.0,164.0,115.0,52.0
152,10.0,-962.0,248.0,166.0,109.0,11.0
153,52.0,-1012.0,219.0,140.0,92.0,-30.0
154,94.0,-1017.0,227.0,163.0,87.0,-40.0
155,127.0,-1000.0,230.0,196.0,102.0,-24.0
156,86.0,-995.0,235.0,215.0,167.0,-5.0
157,83.0,-960.0,250.0,239.0,187.0,1.0
158,80.0,-946.0,243.0,235.0,187.0,26.0
159,65.0,-965.0,241.0,222.0,174.0,63.0
160,68.0,-983.0,235.0,226.0,146.0,89.0
161,59.0,-996.0,238.0,234.0,135.0,108.0
162,52.0,-1002.0,257.0,260.0,132.0,137.0
163,-27.0,-942.0,349.0,624.0,112.0,-23.0
164,-36.0,-950.0,381.0,611.0,107.0,-45.0
165,-78.0,-954.0,379.0,605.0,115.0,-65.0
166,-51.0,-987.0,376.0,597.0,88.0,-62.0
167,23.0,-967.0,391.0,610.0,30.0,-49.0
168,58.0,-985.0,388.0,605.0,32.0,-36.0
169,95.0,-999.0,383.0,616.0,31.0,-11.0
170,143.0,-996.0,403.0,641.0,36.0,-6.0
171,126.0,-995.0,412.0,664.0,80.0,-15.0
172,59.0,-997.0,421.0,688.0,134.0,-23.0
