sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-1.0,-973.0,218.0,3.0,75.0,-17.0
1,-4.0,-975.0,214.0,4.0,75.0,-18.0
2,0.0,-972.0,219.0,7.0,74.0,-20.0
3,-1.0,-970.0,220.0,8.0,72.0,-20.0
4,1.0,-972.0,218.0,6.0,71.0,-18.0
5,0.0,-973.0,219.0,6.0,72.0,-15.0
6,0.0,-973.0,221.0,5.0,71.0,-12.0
7,0.0,-974.0,221.0,1.0,71.0,-12.0
8,1.0,-978.0,217.0,19.0,71.0,-14.0
9,-24.0,-967.0,222.0,-48.0,22.0,-68.0
10,-14.0,-977.0,217.0,-51.0,13.0,-83.0
11,-7.0,-992.0,218.0,-44.0,5.0,-88.0
12,4.0,-1031.0,177.0,-34.0,4.0,-91.0
13,9.0,-1007.0,200.0,19.0,8.0,-85.0
14,11.0,-964.0,223.0,49.0,-4.0,-68.0
15,3.0,-970.0,214.0,40.0,-2.0,-60.0
16,-28.0,-969.0,227.0,41.0,14.0,-69.0
17,-18.0,-963.0,224.0,34.0,2.0,-91.0
18,62.0,-986.0,214.0,-41.0,-19.0,-144.0
19,43.0,-991.0,218.0,-35.0,0.0,-136.0
20,31.0,-995.0,215.0,-40.0,6.0,-133.0
21,27.0,-1011.0,202.0,-50.0,5.0,-138.0
22,37.0,-986.0,215.0,-35.0,3.0,-143.0
23,42.0,-995.0,204.0,-40.0,4.0,-145.0
24,53.0,-990.0,206.0,-33.0,11.0,-142.0
25,59.0,-973.0,219.0,-24.0,19.0,-133.0
26,66.0,-967.0,226.0,-27.0,30.0,-118.0
27,64.0,-971.0,223.0,-34.0,45.0,-103.0
28,65.0,-975.0,214.0,-38.0,56.0,-87.0
29,38.0,-969.0,222.0,34.0,138.0,24.0
30,51.0,-973.0,228.0,69.0,200.0,65.0
31,28.0,-986.0,219.0,72.0,214.0,76.0
32,16.0,-985.0,222.0,86.0,213.0,76.0
33,11.0,-977.0,232.0,102.0,199.0,73.0
34,13.0,-990.0,222.0,106.0,186.0,64.0
35,1.0,-984.0,227.0,126.0,178.0,57.0
36,7.0,-984.0,231.0,137.0,152.0,47.0
37,25.0,-983.0,238.0,148.0,129.0,41.0
38,37.0,-993.0,235.0,156.0,125.0,48.0
39,41.0,-993.0,239.0,169.0,131.0,61.0
40,42.0,-1012.0,235.0,184.0,138.0,74.0
41,-4.0,-1643.0,384.0,1318.0,-143.0,140.0
