sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,27.0,-1026.0,65.0,122.0,-32.0,-103.0
1,18.0,-1029.0,65.0,141.0,-32.0,-118.0
2,20.0,-1019.0,72.0,160.0,-36.0,-140.0
3,43.0,-1039.0,63.0,179.0,-43.0,-155.0
4,29.0,-1051.0,64.0,209.0,-43.0,-154.0
5,32.0,-1024.0,78.0,242.0,-49.0,-157.0
6,71.0,-979.0,97.0,271.0,-64.0,-172.0
7,61.0,-976.0,112.0,30.0,-36.0,15.0
8,95.0,-1061.0,87.0,12.0,-33.0,43.0
9,36.0,-1092.0,90.0,40.0,-22.0,62.0
10,-5.0,-1140.0,86.0,77.0,-27.0,58.0
11,19.0,-1198.0,71.0,134.0,-47.0,40.0
12,36.0,-1166.0,71.0,225.0,-56.0,27.0
13,32.0,-1164.0,72.0,297.0,-59.0,10.0
14,18.0,-1082.0,88.0,353.0,-61.0,-18.0
15,-85.0,-1039.0,108.0,359.0,-67.0,-48.0
16,207.0,-1575.0,62.0,1943.0,98.0,1156.0
17,256.0,-1646.0,123.0,2085.0,139.0,1135.0
18,222.0,-1037.0,107.0,2210.0,249.0,1002.0
19,-167.0,-690.0,88.0,2053.0,323.0,1017.0
20,-265.0,-615.0,-121.0,1753.0,185.0,1096.0
21,-103.0,-527.0,-558.0,1443.0,28.0,1050.0
22,-39.0,-501.0,-594.0,1064.0,-79.0,730.0
23,99.0,-543.0,-641.0,725.0,-192.0,138.0
24,-116.0,-409.0,-777.0,476.0,-221.0,-86.0
25,-391.0,-1048.0,-180.0,-1808.0,976.0,-554.0
26,-755.0,-1651.0,510.0,-648.0,501.0,142.0
27,-709.0,-1357.0,569.0,-286.0,201.0,92.0
28,-623.0,-498.0,721.0,-151.0,-70.0,234.0
29,-553.0,-147.0,731.0,-499.0,-242.0,654.0
30,-558.0,-435.0,680.0,-1046.0,-349.0,880.0
31,-539.0,-908.0,639.0,-1409.0,-471.0,684.0
32,-594.0,-1205.0,650.0,-1436.0,-630.0,353.0
33,-589.0,-1235.0,693.0,-1215.0,-883.0,219.0
34,-174.0,-1100.0,669.0,244.0,-1578.0,-303.0
35,-70.0,-705.0,375.0,595.0,-86.0,-31.0
36,-48.0,-1130.0,17.0,240.0,-61.0,-111.0
37,179.0,-907.0,46.0,189.0,-77.0,-89.0
38,-1.0,-902.0,76.0,142.0,-14.0,9.0
39,100.0,-973.0,17.0,103.0,-35.0,36.0
40,52.0,-924.0,76.0,99.0,-16.0,96.0
41,45.0,-960.0,52.0,65.0,-10.0,137.0
42,45.0,-957.0,55.0,50.0,-8.0,166.0
43,9.0,-975.0,53.0,36.0,-6.0,190.0
44,-9.0,-986.0,51.0,22.0,-10.0,191.0
45,-9.0,-982.0,54.0,7.0,-16.0,170.0
46,-26.0,-1000.0,31.0,-10.0,-22.0,126.0
47,-10.0,-988.0,32.0,6.0,-42.0,-37.0
48,0.0,-988.0,33.0,10.0,-47.0,-50.0
49,4.0,-993.0,32.0,12.0,-47.0,-58.0
50,7.0,-987.0,33.0,15.0,-48.0,-61.0
51,12.0,-987.0,30.0,18.0,-49.0,-58.0
52,12.0,-993.0,28.0,20.0,-47.0,-52.0
53,18.0,-991.0,27.0,24.0,-47.0,-46.0
54,10.0,-987.0,31.0,25.0,-44.0,-38.0
55,16.0,-987.0,31.0,22.0,-43.0,-31.0
56,6.0,-989.0,30.0,21.0,-41.0,-24.0
57,3.0,-988.0,32.0,20.0,-41.0,-25.0
58,3.0,-987.0,34.0,18.0,-42.0,-29.0
59,9.0,-991.0,28.0,16.0,-44.0,-31.0
60,6.0,-999.0,24.0,16.0,-44.0,-33.0
61,5.0,-1002.0,24.0,21.0,-44.0,-36.0
62,6.0,-1004.0,24.0,26.0,-44.0,-42.0
63,10.0,-999.0,26.0,31.0,-44.0,-46.0
64,10.0,-997.0,26.0,37.0,-43.0,-49.0
65,10.0,-994.0,31.0,42.0,-43.0,-50.0
66,12.0,-998.0,26.0,45.0,-43.0,-50.0
67,143.0,-1587.0,-94.0,603.0,-116.0,89.0
68,-70.0,-1825.0,-102.0,881.0,-126.0,338.0
69,-390.0,-1816.0,-194.0,1274.0,-304.0,925.0
70,765.0,-1761.0,-297.0,1477.0,-562.0,1004.0
71,-217.0,-1796.0,-173.0,1893.0,-14.0,405.0
72,-34.0,-1866.0,-149.0,2287.0,-203.0,922.0
73,515.0,-1890.0,-224.0,2515.0,-250.0,786.0
74,211.0,-1773.0,-326.0,2811.0,-63.0,742.0
75,-74.0,-1553.0,-97.0,3110.0,46.0,846.0
76,411.0,-1758.0,-372.0,3265.0,-93.0,1052.0
77,299.0,-1726.0,-231.0,3409.0,-137.0,1232.0
78,-203.0,-1248.0,-215.0,3735.0,-210.0,1731.0
79,-260.0,-1259.0,-13.0,-2569.0,286.0,-898.0
80,-209.0,-1366.0,7.0,-2621.0,274.0,-894.0
81,-234.0,-1512.0,59.0,-2579.0,356.0,-775.0
82,-236.0,-1517.0,101.0,-2423.0,460.0,-548.0
83,-252.0,-1536.0,148.0,-2243.0,597.0,-296.0
84,-288.0,-1585.0,180.0,-2051.0,743.0,-87.0
85,-311.0,-1702.0,227.0,-1820.0,860.0,62.0
86,-344.0,-1626.0,295.0,-1521.0,935.0,153.0
87,-345.0,-1221.0,374.0,-1321.0,962.0,234.0
88,-458.0,-1174.0,411.0,-1398.0,963.0,242.0
89,-577.0,-1324.0,468.0,-1515.0,867.0,114.0
90,-755.0,-1332.0,602.0,-1377.0,363.0,-130.0
91,-127.0,-688.0,831.0,225.0,-367.0,-444.0
92,-135.0,-238.0,859.0,231.0,-298.0,-276.0
93,-188.0,-310.0,799.0,-43.0,-195.0,-140.0
94,-887.0,-1159.0,560.0,-588.0,8.0,-319.0
95,-475.0,78.0,1349.0,1937.0,-484.0,-976.0
96,-146.0,-108.0,800.0,2758.0,-1096.0,-1410.0
97,836.0,-176.0,1064.0,3377.0,-1767.0,-1688.0
98,1120.0,-921.0,232.0,2427.0,-912.0,-903.0
99,7.0,-1127.0,258.0,1912.0,82.0,-432.0
100,-287.0,-940.0,417.0,1507.0,160.0,-507.0
101,34.0,-872.0,246.0,1067.0,-47.0,-581.0
102,113.0,-946.0,44.0,638.0,-90.0,-275.0
103,6.0,-985.0,75.0,120.0,-34.0,-69.0
104,21.0,-980.0,77.0,116.0,-41.0,-80.0
105,35.0,-981.0,76.0,108.0,-41.0,-73.0
106,33.0,-974.0,80.0,100.0,-39.0,-54.0
107,15.0,-980.0,81.0,89.0,-38.0,-38.0
108,4.0,-978.0,83.0,81.0,-42.0,-39.0
109,4.0,-962.0,96.0,69.0,-47.0,-53.0
110,1.0,-974.0,87.0,49.0,-51.0,-69.0
111,0.0,-986.0,77.0,39.0,-56.0,-92.0
112,26.0,-963.0,83.0,42.0,-65.0,-117.0
113,28.0,-1007.0,70.0,35.0,-48.0,-69.0
114,19.0,-1003.0,75.0,83.0,-52.0,-68.0
115,55.0,-1032.0,79.0,139.0,-40.0,-115.0
116,59.0,-1039.0,75.0,156.0,-38.0,-111.0
117,24.0,-1015.0,86.0,180.0,-32.0,-115.0
118,34.0,-1010.0,92.0,192.0,-40.0,-126.0
119,59.0,-1006.0,94.0,197.0,-44.0,-132.0
120,32.0,-980.0,106.0,199.0,-41.0,-130.0
121,83.0,-1002.0,102.0,192.0,-53.0,-126.0
122,83.0,-1009.0,98.0,203.0,-51.0,-91.0
123,79.0,-1063.0,84.0,214.0,-46.0,-69.0
124,-5.0,-1035.0,103.0,248.0,-37.0,-72.0
125,36.0,-1019.0,105.0,270.0,-57.0,-94.0
126,74.0,-1085.0,95.0,297.0,-60.0,-99.0
127,55.0,-1959.0,-61.0,1654.0,180.0,616.0
128,275.0,-231.0,-682.0,173.0,-931.0,513.0
129,257.0,-20.0,-1176.0,-209.0,-1079.0,-25.0
