sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-8.0,-968.0,218.0,33.0,35.0,-54.0
1,0.0,-974.0,215.0,29.0,25.0,-61.0
2,2.0,-975.0,217.0,27.0,21.0,-70.0
3,12.0,-973.0,216.0,25.0,13.0,-73.0
4,10.0,-969.0,217.0,26.0,14.0,-70.0
5,8.0,-977.0,212.0,25.0,16.0,-67.0
6,7.0,-995.0,210.0,28.0,57.0,-31.0
7,33.0,-980.0,215.0,38.0,45.0,-29.0
8,29.0,-982.0,215.0,37.0,55.0,-16.0
9,24.0,-974.0,218.0,40.0,64.0,-4.0
10,20.0,-967.0,223.0,42.0,67.0,3.0
11,17.0,-970.0,218.0,44.0,70.0,6.0
12,-16.0,-982.0,232.0,49.0,78.0,6.0
13,7.0,-989.0,220.0,38.0,66.0,-10.0
14,24.0,-999.0,210.0,37.0,64.0,-16.0
15,28.0,-983.0,214.0,51.0,66.0,-5.0
16,22.0,-967.0,225.0,58.0,64.0,11.0
17,-2.0,-999.0,228.0,10.0,72.0,97.0
18,279.0,-1116.0,210.0,-71.0,270.0,-322.0
19,177.0,-991.0,238.0,96.0,461.0,-140.0
20,250.0,-872.0,256.0,106.0,451.0,-234.0
21,225.0,-936.0,272.0,-17.0,563.0,-341.0
22,135.0,-931.0,272.0,-35.0,671.0,-358.0
23,84.0,-887.0,268.0,-28.0,715.0,-355.0
24,-1.0,-840.0,272.0,-54.0,745.0,-367.0
25,-223.0,-788.0,264.0,-142.0,732.0,-341.0
26,-263.0,-833.0,266.0,-298.0,424.0,-270.0
27,-54.0,-926.0,219.0,-412.0,13.0,-167.0
28,-6.0,-999.0,230.0,-381.0,-111.0,-98.0
29,67.0,-878.0,210.0,-153.0,-308.0,-316.0
30,63.0,-922.0,285.0,113.0,-344.0,-278.0
31,179.0,-911.0,262.0,67.0,-380.0,-256.0
32,199.0,-926.0,246.0,29.0,-286.0,-202.0
33,204.0,-952.0,226.0,13.0,-190.0,-135.0
34,205.0,-972.0,210.0,13.0,-105.0,-80.0
35,92.0,-989.0,226.0,33.0,-1.0,-37.0
36,52.0,-1007.0,200.0,46.0,28.0,-47.0
37,63.0,-994.0,215.0,69.0,16.0,-74.0
38,12.0,-964.0,244.0,83.0,36.0,-96.0
39,40.0,-987.0,213.0,52.0,7.0,-147.0
40,37.0,-980.0,224.0,53.0,-5.0,-186.0
41,84.0,-971.0,229.0,23.0,112.0,-138.0
42,71.0,-956.0,268.0,-5.0,110.0,84.0
43,75.0,-1003.0,230.0,-19.0,122.0,70.0
44,96.0,-1005.0,236.0,11.0,110.0,66.0
45,102.0,-1036.0,199.0,40.0,115.0,80.0
46,82.0,-978.0,254.0,104.0,116.0,101.0
47,82.0,-958.0,261.0,119.0,105.0,114.0
48,84.0,-973.0,256.0,108.0,105.0,112.0
49,68.0,-966.0,265.0,117.0,116.0,115.0
50,9.0,-980.0,327.0,381.0,222.0,289.0
51,190.0,-1804.0,262.0,2449.0,386.0,-27.0
52,252.0,-1772.0,196.0,2669.0,409.0,19.0
53,360.0,-1728.0,117.0,2863.0,424.0,21.0
54,454.0,-1630.0,74.0,3060.0,518.0,0.0
55,546.0,-1482.0,-77.0,3239.0,698.0,39.0
56,437.0,-1307.0,-173.0,3353.0,1067.0,86.0
57,304.0,-1175.0,-165.0,3344.0,1272.0,118.0
58,257.0,-1062.0,-63.0,3305.0,1249.0,186.0
59,178.0,-598.0,218.0,3422.0,1160.0,329.0
60,0.0,-139.0,445.0,3230.0,1027.0,374.0
61,219.0,-214.0,276.0,2434.0,709.0,146.0
62,645.0,-383.0,-210.0,-2526.0,-426.0,-483.0
63,322.0,-1566.0,452.0,-2948.0,330.0,-1808.0
64,287.0,-1610.0,471.0,-2844.0,497.0,-1873.0
65,284.0,-1605.0,467.0,-2731.0,652.0,-1919.0
66,238.0,-1610.0,445.0,-2653.0,834.0,-1946.0
67,146.0,-1641.0,427.0,-2607.0,1013.0,-1985.0
68,22.0,-1702.0,425.0,-2553.0,1157.0,-2030.0
69,-114.0,-1728.0,441.0,-2429.0,1263.0,-2047.0
70,-269.0,-1721.0,450.0,-2267.0,1362.0,-2030.0
71,-401.0,-1701.0,482.0,-2104.0,1436.0,-1984.0
72,-528.0,-1662.0,475.0,-1932.0,1496.0,-1914.0
73,-684.0,-1574.0,496.0,-1753.0,1549.0,-1801.0
74,-640.0,-966.0,905.0,-409.0,-640.0,-5.0
75,588.0,-1372.0,-441.0,2236.0,678.0,1339.0
76,-111.0,-1001.0,229.0,2096.0,1068.0,1450.0
77,-533.0,-935.0,610.0,1663.0,1035.0,1062.0
78,-277.0,-762.0,463.0,1383.0,549.0,576.0
79,110.0,-1067.0,-9.0,951.0,160.0,367.0
80,234.0,-1049.0,-23.0,999.0,-37.0,390.0
81,253.0,-927.0,126.0,1112.0,-154.0,433.0
82,217.0,-814.0,256.0,1083.0,-79.0,408.0
83,158.0,-895.0,191.0,891.0,126.0,357.0
84,100.0,-987.0,204.0,275.0,112.0,258.0
85,96.0,-924.0,259.0,276.0,90.0,258.0
86,93.0,-935.0,251.0,222.0,95.0,239.0
87,82.0,-957.0,241.0,173.0,106.0,205.0
88,90.0,-958.0,233.0,142.0,98.0,172.0
89,86.0,-964.0,232.0,116.0,105.0,148.0
90,90.0,-960.0,232.0,92.0,115.0,121.0
91,93.0,-945.0,239.0,73.0,124.0,102.0
92,109.0,-939.0,236.0,54.0,124.0,89.0
93,108.0,-941.0,241.0,36.0,140.0,86.0
94,119.0,-952.0,233.0,14.0,146.0,87.0
95,101.0,-970.0,222.0,1.0,180.0,104.0
96,0.0,-1020.0,278.0,192.0,231.0,224.0
97,49.0,-1075.0,260.0,188.0,222.0,219.0
98,44.0,-1076.0,252.0,219.0,268.0,240.0
99,-15.0,-1059.0,264.0,256.0,321.0,260.0
100,-15.0,-1078.0,256.0,265.0,304.0,258.0
101,-29.0,-1063.0,269.0,309.0,281.0,262.0
102,-62.0,-1082.0,263.0,345.0,245.0,270.0
103,-167.0,-1061.0,311.0,408.0,239.0,263.0
104,-151.0,-1124.0,331.0,440.0,112.0,238.0
105,-94.0,-1210.0,332.0,498.0,16.0,255.0
106,47.0,-1256.0,326.0,653.0,-69.0,382.0
107,572.0,-1959.0,183.0,2675.0,394.0,212.0
