sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
61,-136.0,-1046.0,-213.0,-655.0,1683.0,-251.0
62,-117.0,-1086.0,-168.0,-648.0,1669.0,-283.0
63,-52.0,-870.0,383.0,-756.0,1463.0,-263.0
64,0.0,-952.0,365.0,-838.0,1417.0,-166.0
65,46.0,-980.0,372.0,-794.0,1400.0,-80.0
66,85.0,-987.0,381.0,-715.0,1387.0,-116.0
67,109.0,-993.0,403.0,-625.0,1388.0,-176.0
68,90.0,-955.0,430.0,-517.0,1421.0,-178.0
69,71.0,-934.0,453.0,-444.0,1444.0,-155.0
70,64.0,-951.0,460.0,-392.0,1454.0,-137.0
71,79.0,-620.0,527.0,746.0,1038.0,-168.0
72,45.0,-718.0,432.0,465.0,986.0,-225.0
73,47.0,-743.0,278.0,265.0,850.0,-264.0
74,142.0,-929.0,28.0,143.0,690.0,-304.0
75,305.0,-1215.0,-331.0,134.0,625.0,-284.0
76,357.0,-1506.0,-618.0,371.0,715.0,-200.0
77,226.0,-1745.0,-838.0,835.0,871.0,-116.0
78,113.0,-1784.0,-829.0,1489.0,873.0,-106.0
79,50.0,-1340.0,-446.0,2151.0,868.0,-212.0
80,-91.0,-797.0,69.0,2228.0,852.0,-332.0
81,-72.0,-965.0,397.0,1743.0,657.0,-387.0
82,75.0,-979.0,168.0,271.0,103.0,-219.0
83,148.0,-950.0,159.0,110.0,237.0,-352.0
84,154.0,-979.0,129.0,83.0,182.0,-281.0
85,208.0,-950.0,170.0,82.0,111.0,-212.0
86,184.0,-958.0,169.0,62.0,97.0,-129.0
87,160.0,-963.0,172.0,54.0,107.0,-85.0
88,170.0,-971.0,168.0,54.0,99.0,-63.0
89,177.0,-966.0,167.0,60.0,95.0,-34.0
90,162.0,-960.0,178.0,69.0,102.0,-8.0
91,163.0,-993.0,167.0,68.0,109.0,4.0
92,158.0,-994.0,153.0,83.0,117.0,3.0
93,146.0,-975.0,177.0,113.0,121.0,3.0
94,143.0,-978.0,177.0,116.0,120.0,5.0
95,164.0,-954.0,199.0,-40.0,108.0,14.0
96,155.0,-960.0,195.0,-43.0,118.0,40.0
97,140.0,-970.0,190.0,-47.0,126.0,60.0
98,136.0,-971.0,189.0,-44.0,128.0,72.0
