sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-82.0,-968.0,210.0,-6.0,89.0,-93.0
1,-83.0,-974.0,204.0,-13.0,94.0,-91.0
2,-78.0,-977.0,199.0,-15.0,91.0,-89.0
3,-72.0,-973.0,201.0,-11.0,88.0,-82.0
4,-75.0,-978.0,193.0,-11.0,88.0,-72.0
5,-75.0,-973.0,206.0,-5.0,82.0,-61.0
6,-75.0,-976.0,201.0,-5.0,77.0,-54.0
7,-77.0,-972.0,204.0,-4.0,77.0,-49.0
8,-75.0,-971.0,208.0,-3.0,72.0,-42.0
9,-76.0,-974.0,202.0,-4.0,70.0,-31.0
10,-79.0,-972.0,201.0,-12.0,55.0,-21.0
11,-77.0,-971.0,205.0,-16.0,54.0,-17.0
12,-68.0,-983.0,190.0,-22.0,52.0,-13.0
13,-71.0,-983.0,187.0,-13.0,57.0,-6.0
14,-80.0,-975.0,201.0,-1.0,54.0,-1.0
15,-73.0,-975.0,204.0,-2.0,52.0,-2.0
16,-79.0,-970.0,205.0,-8.0,56.0,-2.0
17,-89.0,-964.0,211.0,-14.0,61.0,-6.0
18,-90.0,-967.0,202.0,-20.0,63.0,-16.0
19,-95.0,-977.0,196.0,-20.0,62.0,-25.0
20,-78.0,-983.0,193.0,-18.0,51.0,-33.0
21,-78.0,-979.0,196.0,-19.0,44.0,-30.0
22,-84.0,-978.0,197.0,-20.0,40.0,-30.0
23,-82.0,-967.0,206.0,-17.0,35.0,-36.0
24,-78.0,-962.0,214.0,-19.0,37.0,-46.0
25,-83.0,-968.0,204.0,23.0,66.0,-115.0
26,-71.0,-981.0,190.0,13.0,60.0,-124.0
27,-72.0,-986.0,182.0,18.0,57.0,-128.0
28,-72.0,-972.0,206.0,33.0,45.0,-131.0
29,-63.0,-964.0,212.0,34.0,39.0,-138.0
30,-70.0,-969.0,201.0,33.0,45.0,-143.0
31,-88.0,-962.0,208.0,43.0,42.0,-149.0
32,-78.0,-961.0,216.0,41.0,23.0,-159.0
33,-67.0,-967.0,197.0,33.0,12.0,-165.0
34,-41.0,-991.0,189.0,-23.0,-16.0,-150.0
35,-13.0,-978.0,206.0,15.0,29.0,-52.0
36,-10.0,-980.0,204.0,9.0,24.0,-46.0
37,-11.0,-972.0,211.0,11.0,22.0,-39.0
38,0.0,-967.0,217.0,8.0,18.0,-36.0
39,0.0,-971.0,210.0,-1.0,26.0,-26.0
40,-11.0,-972.0,211.0,-5.0,30.0,-10.0
41,-9.0,-966.0,217.0,-2.0,24.0,0.0
42,-8.0,-973.0,211.0,-6.0,30.0,-2.0
43,-13.0,-980.0,204.0,-3.0,38.0,-3.0
44,-7.0,-977.0,209.0,8.0,40.0,-5.0
45,-14.0,-969.0,214.0,15.0,45.0,-6.0
46,11.0,-964.0,229.0,55.0,116.0,25.0
47,-99.0,-1671.0,436.0,878.0,93.0,454.0
48,-16.0,-934.0,257.0,1574.0,10.0,575.0
49,-1.0,-1267.0,173.0,1220.0,44.0,399.0
50,30.0,-1265.0,281.0,1052.0,-8.0,229.0
51,-82.0,-1486.0,339.0,1082.0,43.0,183.0
52,-89.0,-1409.0,308.0,1212.0,43.0,176.0
53,-76.0,-1455.0,302.0,1297.0,1.0,144.0
54,-26.0,-1479.0,315.0,1400.0,-30.0,109.0
55,39.0,-1492.0,305.0,1521.0,-33.0,69.0
56,84.0,-1491.0,281.0,1650.0,12.0,12.0
57,84.0,-1543.0,261.0,1763.0,87.0,-61.0
58,379.0,-391.0,-401.0,1593.0,195.0,-24.0
59,107.0,-617.0,-427.0,-2438.0,517.0,-12.0
60,-72.0,-744.0,-280.0,-2645.0,578.0,-44.0
61,-203.0,-871.0,-162.0,-2786.0,494.0,-70.0
62,-262.0,-990.0,-89.0,-2877.0,279.0,-97.0
63,-226.0,-1052.0,-33.0,-2920.0,24.0,-129.0
64,-135.0,-1109.0,6.0,-2962.0,-211.0,-167.0
65,-64.0,-1180.0,49.0,-3005.0,-343.0,-199.0
66,-17.0,-1259.0,97.0,-3033.0,-391.0,-210.0
67,37.0,-1328.0,153.0,-3036.0,-368.0,-207.0
68,122.0,-1374.0,202.0,-3020.0,-281.0,-196.0
69,196.0,-1406.0,245.0,-2995.0,-123.0,-198.0
70,-232.0,-1386.0,785.0,-1816.0,-67.0,-595.0
71,-523.0,-1113.0,630.0,494.0,17.0,36.0
72,-557.0,-1237.0,589.0,690.0,-267.0,142.0
73,-584.0,-1290.0,541.0,1069.0,-563.0,277.0
74,-708.0,-1321.0,495.0,1562.0,-779.0,350.0
75,-765.0,-1154.0,357.0,1901.0,-956.0,372.0
76,-361.0,-1242.0,10.0,1713.0,-1222.0,182.0
77,51.0,-1330.0,-420.0,1492.0,-1247.0,-70.0
78,197.0,-1340.0,-549.0,1455.0,-1076.0,-91.0
79,33.0,-1209.0,-435.0,1622.0,-789.0,6.0
80,-64.0,-1041.0,-239.0,1798.0,-683.0,41.0
81,-27.0,-911.0,-55.0,1850.0,-683.0,39.0
82,-92.0,-905.0,235.0,497.0,-83.0,-60.0
83,3.0,-943.0,210.0,437.0,-92.0,-96.0
84,-60.0,-964.0,188.0,406.0,0.0,-110.0
85,-141.0,-968.0,187.0,396.0,37.0,-135.0
86,-99.0,-998.0,162.0,387.0,-22.0,-186.0
87,-78.0,-996.0,165.0,414.0,-36.0,-217.0
88,-77.0,-964.0,195.0,448.0,-26.0,-241.0
89,-91.0,-935.0,229.0,459.0,-15.0,-269.0
90,-50.0,-955.0,216.0,428.0,-28.0,-304.0
91,33.0,-959.0,247.0,145.0,55.0,-258.0
92,22.0,-973.0,246.0,53.0,129.0,-41.0
93,41.0,-968.0,244.0,60.0,125.0,-14.0
94,16.0,-972.0,248.0,69.0,138.0,16.0
95,-3.0,-994.0,234.0,70.0,139.0,26.0
96,-16.0,-973.0,254.0,96.0,138.0,17.0
97,-1.0,-977.0,257.0,104.0,133.0,-2.0
98,-12.0,-1015.0,250.0,111.0,149.0,-17.0
99,-1.0,-993.0,249.0,147.0,146.0,-25.0
100,64.0,-987.0,239.0,176.0,118.0,-1.0
101,41.0,-978.0,236.0,204.0,148.0,49.0
102,11.0,-970.0,239.0,229.0,164.0,84.0
103,5.0,-966.0,254.0,244.0,156.0,97.0
104,26.0,-963.0,276.0,248.0,160.0,102.0
105,17.0,-961.0,284.0,238.0,199.0,105.0
106,20.0,-949.0,293.0,227.0,228.0,106.0
107,-216.0,-1088.0,289.0,643.0,217.0,298.0
108,-148.0,-1098.0,316.0,719.0,85.0,350.0
109,-111.0,-1072.0,330.0,801.0,-9.0,421.0
110,-94.0,-1136.0,352.0,856.0,-19.0,488.0
111,-97.0,-1164.0,373.0,957.0,-21.0,561.0
112,-110.0,-1248.0,390.0,1035.0,-45.0,617.0
113,-225.0,-1334.0,408.0,1096.0,-33.0,596.0
114,-322.0,-1569.0,449.0,1105.0,-89.0,516.0
115,-17.0,-1691.0,452.0,1231.0,-322.0,479.0
116,181.0,-1714.0,453.0,1410.0,-340.0,427.0
117,211.0,-1804.0,481.0,1553.0,-208.0,292.0
118,-205.0,-706.0,-216.0,3264.0,416.0,71.0
119,-218.0,-434.0,-188.0,3181.0,288.0,76.0
120,-181.0,43.0,-158.0,2999.0,144.0,83.0
121,-300.0,519.0,-140.0,2457.0,222.0,152.0
122,-155.0,659.0,-361.0,1326.0,126.0,363.0
123,316.0,531.0,-838.0,0.0,101.0,561.0
124,-161.0,144.0,-610.0,-1203.0,766.0,629.0
