sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Speed
108,-51.0,-910.0,48.0,483.0,-171.0,108.0,0.78
109,-93.0,-926.0,46.0,413.0,-136.0,109.0,0.78
110,-56.0,-963.0,23.0,344.0,-131.0,98.0,0.78
111,-78.0,-966.0,18.0,281.0,-109.0,119.0,0.78
112,-68.0,-986.0,11.0,88.0,-57.0,-25.0,0.57
113,-84.0,-980.0,21.0,76.0,-45.0,33.0,0.57
114,-90.0,-986.0,18.0,77.0,-43.0,41.0,0.57
115,-90.0,-991.0,17.0,79.0,-44.0,46.0,0.57
116,-103.0,-994.0,16.0,83.0,-44.0,48.0,0.57
117,-106.0,-991.0,22.0,88.0,-45.0,39.0,0.57
118,-101.0,-993.0,22.0,87.0,-46.0,27.0,0.57
119,-111.0,-980.0,27.0,89.0,-47.0,22.0,0.57
120,-90.0,-1012.0,12.0,90.0,-50.0,21.0,0.57
121,-98.0,-995.0,20.0,93.0,-50.0,18.0,0.57
122,-106.0,-996.0,27.0,108.0,-48.0,35.0,0.57
123,-103.0,-1004.0,20.0,115.0,-49.0,32.0,0.57
124,-97.0,-1026.0,15.0,126.0,-47.0,31.0,0.57
125,-101.0,-1012.0,19.0,143.0,-47.0,34.0,0.57
126,-98.0,-1006.0,28.0,157.0,-46.0,29.0,0.57
127,-101.0,-1020.0,20.0,166.0,-43.0,28.0,0.57
128,-103.0,-1013.0,28.0,180.0,-39.0,22.0,0.57
129,-113.0,-1021.0,25.0,190.0,-36.0,12.0,0.57
130,-44.0,-1943.0,-149.0,2084.0,-212.0,-318.0,0.57
131,-207.0,-1938.0,-234.0,2354.0,-159.0,-373.0,0.57
132,-38.0,-1959.0,-278.0,2652.0,-199.0,-374.0,0.57
133,-92.0,-1959.0,-337.0,3017.0,-120.0,-436.0,0.57
134,-78.0,-1959.0,-306.0,3408.0,-92.0,-423.0,0.57
135,-116.0,-1959.0,-441.0,3785.0,-24.0,-604.0,0.57
136,-199.0,-1959.0,-552.0,4160.0,57.0,-788.0,0.57
137,-217.0,-1957.0,-460.0,4671.0,36.0,-803.0,0.57
138,115.0,-1959.0,-381.0,4925.0,56.0,-1140.0,0.57
139,-142.0,-1959.0,-299.0,5041.0,283.0,-1256.0,0.57
140,-243.0,-1959.0,-849.0,5134.0,160.0,-481.0,0.57
141,707.0,138.0,-1619.0,5512.0,14.0,136.0,0.57
142,-249.0,-133.0,-574.0,-2200.0,-849.0,866.0,0.57
143,884.0,-1325.0,64.0,-3434.0,-52.0,-302.0,0.57
144,948.0,-1550.0,99.0,-3590.0,226.0,-205.0,0.57
145,988.0,-1800.0,155.0,-3647.0,522.0,-223.0,0.57
146,989.0,-1876.0,184.0,-3593.0,825.0,-382.0,0.57
147,774.0,-1832.0,224.0,-3514.0,1121.0,-633.0,0.57
148,502.0,-1806.0,249.0,-3469.0,1296.0,-912.0,0.57
149,248.0,-1812.0,249.0,-3450.0,1329.0,-1154.0,0.57
150,-10.0,-1866.0,257.0,-3429.0,1260.0,-1366.0,0.57
151,-260.0,-1947.0,282.0,-3368.0,1097.0,-1538.0,0.57
152,-458.0,-1947.0,340.0,-3246.0,854.0,-1677.0,0.57
153,-629.0,-1795.0,594.0,-3145.0,-37.0,-1785.0,0.57
154,372.0,428.0,3.0,2795.0,-58.0,2139.0,0.57
155,104.0,-1072.0,-481.0,2449.0,60.0,2450.0,0.57
156,349.0,-1301.0,-527.0,2604.0,-14.0,2603.0,0.57
157,-917.0,-1370.0,-625.0,2708.0,47.0,2696.0,0.76
158,-473.0,-1162.0,-254.0,3072.0,-451.0,2117.0,0.76
159,-192.0,-952.0,-37.0,3083.0,-809.0,1495.0,0.76
160,-15.0,-888.0,137.0,2862.0,-767.0,1194.0,0.76
161,-343.0,-941.0,127.0,2471.0,-534.0,1023.0,0.76
162,-187.0,-951.0,79.0,2108.0,-435.0,668.0,0.76
163,-246.0,-853.0,138.0,1861.0,-311.0,410.0,0.76
164,-184.0,-726.0,274.0,1632.0,-291.0,210.0,0.76
165,-31.0,-776.0,234.0,859.0,-177.0,311.0,0.76
166,-110.0,-1018.0,8.0,122.0,-19.0,41.0,0.76
167,-115.0,-997.0,19.0,123.0,-24.0,36.0,0.76
168,-128.0,-992.0,23.0,111.0,-31.0,25.0,0.76
169,-127.0,-987.0,28.0,93.0,-40.0,3.0,0.76
170,-112.0,-990.0,21.0,72.0,-46.0,-20.0,0.76
171,-101.0,-981.0,23.0,61.0,-50.0,-25.0,0.76
172,-98.0,-970.0,27.0,53.0,-49.0,-21.0,0.76
173,-96.0,-980.0,20.0,43.0,-47.0,-18.0,0.76
174,-100.0,-984.0,19.0,38.0,-45.0,-11.0,0.76
175,-107.0,-983.0,20.0,36.0,-43.0,-7.0,0.76
176,-113.0,-985.0,21.0,32.0,-44.0,-9.0,0.76
177,-113.0,-978.0,21.0,24.0,-47.0,-20.0,0.76
178,-108.0,-989.0,13.0,53.0,-38.0,23.0,0.76
179,-115.0,-986.0,15.0,57.0,-38.0,20.0,0.76
180,-107.0,-990.0,12.0,59.0,-38.0,11.0,0.76
181,-104.0,-987.0,15.0,61.0,-38.0,9.0,0.76
182,-101.0,-982.0,16.0,62.0,-37.0,12.0,0.76
183,-103.0,-984.0,18.0,62.0,-36.0,16.0,0.76
184,-115.0,-989.0,19.0,60.0,-34.0,16.0,0.76
185,-116.0,-998.0,15.0,59.0,-36.0,7.0,0.76
186,-114.0,-1006.0,10.0,62.0,-37.0,-1.0,0.76
187,-111.0,-1007.0,12.0,95.0,-46.0,-18.0,0.76
188,-113.0,-1124.0,-4.0,307.0,-51.0,-20.0,0.76
189,-94.0,-1108.0,11.0,364.0,-61.0,-9.0,0.76
190,-106.0,-1097.0,18.0,409.0,-78.0,13.0,0.76
191,-121.0,-1207.0,-1.0,446.0,-64.0,-35.0,0.76
192,342.0,-1584.0,-105.0,535.0,-60.0,-116.0,0.76
193,-249.0,-1295.0,-28.0,782.0,124.0,-102.0,0.76
194,-179.0,-1940.0,-206.0,884.0,-53.0,273.0,0.76
195,-250.0,-1857.0,-95.0,1306.0,-100.0,257.0,0.76
196,-256.0,-1784.0,-117.0,1574.0,-131.0,179.0,0.76
197,-74.0,-1959.0,-288.0,1790.0,-175.0,164.0,0.76
198,-329.0,-1887.0,-156.0,2188.0,-158.0,130.0,0.76
199,-49.0,-1959.0,-346.0,2665.0,-206.0,-35.0,0.76
200,369.0,-1049.0,-1255.0,-240.0,1573.0,4.0,0.76
201,-30.0,-296.0,-571.0,-2890.0,-1339.0,-926.0,0.76
202,-73.0,-445.0,-517.0,-3087.0,-1186.0,-726.0,0.76
203,-101.0,-580.0,-459.0,-3245.0,-1022.0,-547.0,0.76
204,-88.0,-769.0,-364.0,-3377.0,-848.0,-453.0,0.76
205,-43.0,-1024.0,-244.0,-3452.0,-648.0,-416.0,0.76
206,-15.0,-1193.0,-122.0,-3430.0,-415.0,-380.0,0.76
207,-24.0,-1201.0,-37.0,-3377.0,-172.0,-312.0,0.9
208,-25.0,-1228.0,-31.0,-3378.0,52.0,-230.0,0.9
209,23.0,-1285.0,-51.0,-3422.0,255.0,-135.0,0.9
210,109.0,-1321.0,-40.0,-3480.0,453.0,-30.0,0.9
211,116.0,-1385.0,16.0,-3556.0,652.0,63.0,0.9
212,8.0,-1520.0,75.0,-3626.0,803.0,85.0,0.9
213,-109.0,-1643.0,105.0,-3647.0,846.0,6.0,0.9
214,-233.0,-1676.0,127.0,-3624.0,779.0,-136.0,0.9
215,-327.0,-1661.0,150.0,-3613.0,611.0,-323.0,0.9
216,-472.0,-1542.0,173.0,-3759.0,78.0,-730.0,0.9
217,-352.0,-903.0,190.0,2868.0,-565.0,1014.0,0.9
218,-153.0,-832.0,272.0,2426.0,-524.0,755.0,0.9
219,-168.0,-924.0,67.0,1989.0,-375.0,562.0,0.9
220,-266.0,-912.0,125.0,1707.0,-331.0,346.0,0.9
221,-28.0,-830.0,170.0,1401.0,-327.0,149.0,0.9
222,-12.0,-705.0,268.0,1077.0,-244.0,143.0,0.9
223,-60.0,-796.0,188.0,739.0,-172.0,175.0,0.9
224,-90.0,-958.0,33.0,514.0,-142.0,164.0,0.9
225,-64.0,-1007.0,-36.0,453.0,-132.0,150.0,0.9
226,-72.0,-953.0,28.0,328.0,-47.0,176.0,0.9
227,-118.0,-972.0,44.0,80.0,-50.0,-44.0,0.9
228,-124.0,-971.0,46.0,77.0,-48.0,-49.0,0.9
229,-114.0,-972.0,47.0,70.0,-49.0,-57.0,0.9
230,-102.0,-980.0,43.0,65.0,-47.0,-59.0,0.9
231,-104.0,-990.0,38.0,64.0,-45.0,-51.0,0.9
232,-111.0,-999.0,36.0,68.0,-43.0,-45.0,0.9
233,-111.0,-999.0,36.0,74.0,-42.0,-44.0,0.9
234,-109.0,-1000.0,38.0,82.0,-42.0,-43.0,0.9
235,-117.0,-999.0,39.0,88.0,-41.0,-43.0,0.9
236,-119.0,-997.0,45.0,93.0,-41.0,-49.0,0.9
237,-105.0,-999.0,38.0,97.0,-41.0,-55.0,0.9
238,-96.0,-1013.0,37.0,115.0,-37.0,-48.0,0.9
239,-14.0,-1065.0,51.0,300.0,-7.0,-73.0,0.9
240,-127.0,-1053.0,53.0,333.0,18.0,-59.0,0.9
241,-119.0,-1066.0,57.0,359.0,-3.0,-16.0,0.76
242,-51.0,-1065.0,64.0,385.0,-21.0,22.0,0.76
243,-120.0,-1075.0,62.0,412.0,2.0,27.0,0.76
244,-155.0,-1186.0,42.0,443.0,-8.0,53.0,0.76
245,-114.0,-1204.0,34.0,517.0,-39.0,82.0,0.76
246,-132.0,-1175.0,54.0,594.0,-45.0,88.0,0.76
247,-58.0,-1289.0,37.0,654.0,-59.0,78.0,0.76
248,-123.0,-1339.0,40.0,752.0,-38.0,21.0,0.76
249,56.0,-1953.0,-271.0,3932.0,739.0,-1502.0,0.76
250,-183.0,-1838.0,-457.0,4172.0,840.0,-1489.0,0.76
251,138.0,-1138.0,-866.0,4298.0,751.0,-1148.0,0.76
252,697.0,1227.0,-200.0,4187.0,810.0,-797.0,0.76
253,891.0,1941.0,-1029.0,3115.0,1200.0,-554.0,0.76
254,791.0,679.0,-443.0,1174.0,1934.0,-307.0,0.76
255,-365.0,-841.0,-609.0,108.0,2491.0,335.0,0.76
256,-273.0,-550.0,-778.0,-41.0,2322.0,734.0,0.76
257,-373.0,-177.0,-605.0,-62.0,2156.0,1011.0,0.76
258,-583.0,-144.0,-523.0,-257.0,1951.0,1042.0,0.76
259,-815.0,34.0,-497.0,-533.0,1607.0,854.0,0.76
260,-880.0,-124.0,-490.0,-1215.0,510.0,534.0,0.76
261,133.0,-1099.0,142.0,-2684.0,-935.0,-40.0,0.76
262,184.0,-1153.0,208.0,-2732.0,-801.0,100.0,0.76
263,177.0,-1252.0,259.0,-2782.0,-666.0,203.0,0.76
264,147.0,-1343.0,295.0,-2801.0,-564.0,258.0,0.76
265,123.0,-1383.0,320.0,-2780.0,-500.0,265.0,0.76
266,85.0,-1425.0,336.0,-2748.0,-482.0,245.0,0.76
267,17.0,-1415.0,352.0,-2719.0,-527.0,202.0,0.76
268,-79.0,-1429.0,363.0,-2717.0,-635.0,94.0,0.76
269,-154.0,-1510.0,376.0,-2715.0,-816.0,-63.0,0.76
270,-143.0,-1598.0,392.0,-2663.0,-1046.0,-239.0,0.76
271,-90.0,-1664.0,410.0,-2544.0,-1265.0,-392.0,0.76
272,4.0,-1656.0,413.0,-2378.0,-1435.0,-500.0,0.76
273,103.0,-1587.0,415.0,-2214.0,-1528.0,-563.0,0.76
274,201.0,-1572.0,406.0,-2083.0,-1540.0,-608.0,0.76
275,254.0,-1603.0,400.0,-1953.0,-1474.0,-608.0,0.76
276,-78.0,-1364.0,497.0,222.0,-175.0,-468.0,0.76
277,-99.0,-1150.0,516.0,495.0,-181.0,-399.0,0.76
278,-62.0,-992.0,508.0,647.0,-197.0,-243.0,0.76
279,34.0,-1024.0,486.0,720.0,-206.0,-47.0,0.76
280,150.0,-1087.0,456.0,785.0,-177.0,100.0,0.76
281,266.0,-1084.0,383.0,862.0,-92.0,120.0,0.76
282,327.0,-1064.0,284.0,942.0,46.0,46.0,0.76
283,259.0,-948.0,198.0,1008.0,221.0,-105.0,0.76
284,97.0,-762.0,119.0,1006.0,370.0,-302.0,0.76
285,-69.0,-675.0,56.0,919.0,430.0,-439.0,0.76
286,-192.0,-696.0,34.0,801.0,387.0,-432.0,0.76
287,-317.0,-760.0,87.0,628.0,50.0,-66.0,0.76
288,-96.0,-584.0,321.0,949.0,-152.0,326.0,0.76
289,-164.0,-836.0,138.0,560.0,-6.0,151.0,0.76
290,-143.0,-1010.0,10.0,322.0,-17.0,110.0,0.31
291,-149.0,-1121.0,-76.0,245.0,-47.0,93.0,0.31
292,-79.0,-1100.0,-83.0,265.0,-66.0,52.0,0.31
293,-115.0,-1033.0,-45.0,302.0,-49.0,48.0,0.31
294,-98.0,-992.0,-26.0,308.0,-54.0,40.0,0.31
295,-17.0,-1002.0,-28.0,300.0,-77.0,72.0,0.31
296,-89.0,-991.0,-14.0,303.0,-61.0,129.0,0.31
297,-135.0,-932.0,18.0,303.0,-63.0,155.0,0.31
298,-62.0,-936.0,10.0,281.0,-77.0,158.0,0.31
299,-94.0,-959.0,-4.0,258.0,-39.0,154.0,0.31
300,-119.0,-993.0,9.0,112.0,-21.0,-9.0,0.31
301,-114.0,-987.0,22.0,49.0,-32.0,14.0,0.31
302,-116.0,-984.0,23.0,44.0,-32.0,16.0,0.31
303,-122.0,-982.0,20.0,39.0,-32.0,15.0,0.31
304,-131.0,-969.0,29.0,33.0,-33.0,8.0,0.31
