sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
73,176.0,-953.0,238.0,-6.0,72.0,-19.0
74,177.0,-952.0,237.0,-6.0,72.0,-18.0
75,175.0,-956.0,237.0,-7.0,73.0,-19.0
76,178.0,-951.0,238.0,-5.0,71.0,-19.0
77,176.0,-954.0,236.0,-6.0,72.0,-18.0
78,176.0,-954.0,236.0,-5.0,71.0,-19.0
79,175.0,-952.0,238.0,-5.0,72.0,-19.0
80,175.0,-953.0,235.0,-5.0,72.0,-20.0
81,177.0,-949.0,237.0,-4.0,72.0,-19.0
82,173.0,-953.0,236.0,-6.0,72.0,-20.0
83,175.0,-949.0,238.0,-5.0,70.0,-22.0
84,178.0,-952.0,236.0,-6.0,70.0,-23.0
85,177.0,-953.0,236.0,-7.0,71.0,-22.0
86,176.0,-953.0,236.0,-5.0,72.0,-21.0
87,176.0,-952.0,238.0,-6.0,72.0,-21.0
88,175.0,-953.0,235.0,-7.0,73.0,-21.0
89,175.0,-951.0,236.0,-7.0,73.0,-20.0
90,171.0,-955.0,235.0,-8.0,74.0,-21.0
91,175.0,-951.0,235.0,-6.0,72.0,-23.0
92,176.0,-955.0,235.0,-7.0,70.0,-28.0
93,179.0,-952.0,235.0,-6.0,69.0,-25.0
94,174.0,-953.0,234.0,-7.0,71.0,-23.0
95,177.0,-952.0,236.0,-6.0,70.0,-24.0
96,176.0,-953.0,236.0,-7.0,70.0,-24.0
97,175.0,-952.0,234.0,-6.0,70.0,-24.0
98,175.0,-952.0,237.0,-7.0,70.0,-24.0
99,174.0,-954.0,235.0,-7.0,71.0,-24.0
100,176.0,-954.0,235.0,-6.0,70.0,-24.0
101,178.0,-953.0,235.0,-5.0,67.0,-26.0
102,174.0,-951.0,235.0,-10.0,69.0,-33.0
103,174.0,-951.0,235.0,-10.0,69.0,-36.0
104,178.0,-950.0,235.0,-11.0,66.0,-37.0
105,176.0,-952.0,235.0,-13.0,67.0,-35.0
106,179.0,-953.0,234.0,-13.0,66.0,-35.0
107,176.0,-955.0,235.0,-14.0,66.0,-34.0
108,178.0,-955.0,232.0,-12.0,67.0,-35.0
109,177.0,-951.0,236.0,-10.0,67.0,-35.0
110,176.0,-954.0,235.0,-13.0,67.0,-35.0
111,177.0,-953.0,234.0,-11.0,67.0,-34.0
112,183.0,-951.0,233.0,-5.0,67.0,-32.0
113,180.0,-950.0,233.0,-6.0,68.0,-30.0
114,185.0,-952.0,231.0,-9.0,67.0,-30.0
115,182.0,-952.0,232.0,-9.0,68.0,-27.0
116,182.0,-953.0,232.0,-10.0,68.0,-26.0
117,182.0,-955.0,231.0,-10.0,69.0,-26.0
118,181.0,-957.0,228.0,-9.0,69.0,-26.0
119,183.0,-953.0,231.0,-5.0,69.0,-25.0
120,180.0,-954.0,231.0,-5.0,70.0,-25.0
121,182.0,-951.0,232.0,-4.0,69.0,-25.0
122,180.0,-951.0,233.0,-7.0,69.0,-25.0
123,183.0,-953.0,231.0,-7.0,69.0,-25.0
124,182.0,-951.0,232.0,-8.0,69.0,-24.0
125,181.0,-955.0,229.0,-8.0,70.0,-25.0
126,182.0,-953.0,230.0,-5.0,69.0,-25.0
127,185.0,-952.0,231.0,-5.0,67.0,-25.0
128,182.0,-954.0,230.0,-3.0,70.0,-22.0
129,181.0,-954.0,230.0,-4.0,72.0,-22.0
130,180.0,-955.0,230.0,-2.0,72.0,-22.0
131,180.0,-953.0,231.0,-1.0,72.0,-22.0
132,180.0,-953.0,232.0,-1.0,71.0,-23.0
133,184.0,-952.0,231.0,-1.0,71.0,-22.0
134,178.0,-952.0,232.0,-1.0,73.0,-20.0
135,182.0,-951.0,232.0,-2.0,72.0,-21.0
136,177.0,-951.0,233.0,-3.0,72.0,-22.0
137,182.0,-954.0,232.0,-5.0,71.0,-24.0
138,181.0,-952.0,232.0,-5.0,72.0,-23.0
139,178.0,-951.0,231.0,-2.0,71.0,-24.0
140,179.0,-952.0,231.0,-3.0,71.0,-26.0
141,181.0,-951.0,231.0,-3.0,70.0,-26.0
142,181.0,-956.0,230.0,-5.0,71.0,-25.0
143,185.0,-954.0,231.0,-3.0,70.0,-24.0
144,179.0,-955.0,230.0,-2.0,71.0,-21.0
145,183.0,-955.0,231.0,0.0,69.0,-21.0
146,180.0,-954.0,231.0,0.0,70.0,-21.0
147,181.0,-954.0,230.0,1.0,70.0,-20.0
148,177.0,-948.0,234.0,3.0,72.0,-20.0
149,175.0,-952.0,233.0,0.0,70.0,-22.0
150,176.0,-953.0,232.0,-2.0,67.0,-27.0
151,181.0,-949.0,235.0,-7.0,68.0,-26.0
152,180.0,-952.0,232.0,-9.0,69.0,-27.0
153,183.0,-950.0,232.0,-10.0,68.0,-27.0
154,180.0,-955.0,230.0,-12.0,69.0,-27.0
155,182.0,-952.0,231.0,-10.0,69.0,-27.0
156,179.0,-953.0,232.0,-10.0,70.0,-26.0
157,180.0,-955.0,230.0,-9.0,67.0,-27.0
158,180.0,-952.0,232.0,-8.0,67.0,-29.0
159,182.0,-958.0,229.0,-8.0,68.0,-29.0
160,183.0,-952.0,233.0,-4.0,68.0,-29.0
161,182.0,-954.0,233.0,-6.0,69.0,-30.0
162,182.0,-953.0,233.0,-7.0,69.0,-28.0
163,182.0,-954.0,231.0,-3.0,70.0,-25.0
164,182.0,-950.0,231.0,-3.0,70.0,-25.0
165,182.0,-952.0,232.0,-3.0,70.0,-26.0
166,184.0,-950.0,231.0,-3.0,68.0,-26.0
167,183.0,-953.0,232.0,-4.0,68.0,-24.0
168,186.0,-952.0,231.0,-4.0,66.0,-23.0
169,183.0,-953.0,231.0,-4.0,68.0,-21.0
170,184.0,-951.0,232.0,-2.0,67.0,-20.0
171,181.0,-950.0,233.0,-3.0,68.0,-19.0
172,183.0,-951.0,232.0,-6.0,68.0,-20.0
173,184.0,-951.0,233.0,-6.0,68.0,-20.0
174,183.0,-951.0,231.0,1.0,71.0,-16.0
175,181.0,-951.0,233.0,-2.0,69.0,-27.0
176,182.0,-951.0,231.0,-3.0,68.0,-28.0
177,182.0,-950.0,232.0,-3.0,69.0,-27.0
178,183.0,-953.0,233.0,-5.0,68.0,-26.0
179,185.0,-951.0,232.0,-5.0,68.0,-26.0
180,183.0,-955.0,231.0,-7.0,69.0,-24.0
181,180.0,-950.0,232.0,-6.0,69.0,-24.0
182,179.0,-953.0,233.0,-8.0,68.0,-25.0
183,183.0,-952.0,232.0,-8.0,66.0,-28.0
184,184.0,-953.0,231.0,-9.0,67.0,-27.0
185,184.0,-955.0,229.0,-9.0,67.0,-26.0
186,186.0,-954.0,230.0,-4.0,70.0,-20.0
187,188.0,-952.0,231.0,-3.0,70.0,-17.0
188,185.0,-953.0,230.0,-3.0,72.0,-15.0
189,179.0,-950.0,232.0,-3.0,73.0,-13.0
190,176.0,-953.0,231.0,-4.0,74.0,-16.0
191,182.0,-948.0,233.0,-4.0,72.0,-21.0
192,182.0,-952.0,232.0,-6.0,72.0,-22.0
193,186.0,-952.0,231.0,-6.0,72.0,-22.0
194,184.0,-953.0,231.0,-7.0,73.0,-19.0
195,182.0,-953.0,229.0,-8.0,73.0,-17.0
196,180.0,-952.0,232.0,-4.0,76.0,-15.0
197,178.0,-951.0,232.0,11.0,72.0,-1.0
198,178.0,-956.0,231.0,9.0,74.0,-1.0
199,178.0,-953.0,231.0,12.0,73.0,0.0
200,176.0,-951.0,231.0,12.0,73.0,1.0
201,178.0,-949.0,233.0,15.0,72.0,2.0
202,175.0,-953.0,231.0,14.0,72.0,3.0
203,175.0,-954.0,232.0,15.0,72.0,2.0
204,176.0,-954.0,233.0,15.0,71.0,2.0
205,172.0,-956.0,231.0,16.0,70.0,1.0
206,180.0,-953.0,233.0,19.0,68.0,0.0
207,174.0,-953.0,235.0,18.0,70.0,2.0
208,171.0,-953.0,235.0,17.0,69.0,3.0
209,173.0,-948.0,235.0,17.0,67.0,1.0
210,169.0,-952.0,235.0,17.0,67.0,0.0
211,174.0,-953.0,234.0,18.0,64.0,-3.0
212,171.0,-956.0,238.0,16.0,62.0,-2.0
213,166.0,-953.0,239.0,-1.0,74.0,4.0
214,167.0,-954.0,240.0,0.0,75.0,4.0
215,164.0,-956.0,239.0,0.0,76.0,4.0
216,165.0,-954.0,241.0,1.0,75.0,4.0
217,166.0,-956.0,239.0,-1.0,76.0,3.0
218,167.0,-953.0,240.0,0.0,77.0,3.0
219,158.0,-953.0,240.0,-1.0,79.0,2.0
220,162.0,-953.0,241.0,-1.0,78.0,-2.0
221,164.0,-955.0,240.0,-2.0,77.0,-3.0
222,161.0,-957.0,239.0,-2.0,78.0,-5.0
223,162.0,-954.0,242.0,-1.0,77.0,-7.0
224,161.0,-952.0,242.0,-3.0,73.0,-16.0
225,156.0,-957.0,240.0,-14.0,81.0,-6.0
226,155.0,-954.0,240.0,-11.0,79.0,-8.0
227,148.0,-954.0,241.0,-11.0,77.0,-13.0
228,156.0,-953.0,240.0,-10.0,71.0,-20.0
229,159.0,-952.0,242.0,-8.0,69.0,-23.0
230,157.0,-957.0,238.0,-8.0,68.0,-22.0
231,160.0,-954.0,240.0,-3.0,68.0,-22.0
232,157.0,-958.0,239.0,-2.0,69.0,-24.0
233,166.0,-955.0,240.0,0.0,67.0,-26.0
234,165.0,-956.0,240.0,0.0,69.0,-20.0
235,165.0,-953.0,240.0,2.0,71.0,-16.0
236,166.0,-953.0,240.0,2.0,73.0,-11.0
237,164.0,-954.0,239.0,1.0,74.0,-5.0
238,167.0,-952.0,241.0,2.0,75.0,2.0
239,156.0,-954.0,242.0,0.0,78.0,6.0
240,170.0,-955.0,238.0,-6.0,69.0,-10.0
241,157.0,-957.0,238.0,-7.0,74.0,-3.0
242,151.0,-956.0,240.0,-4.0,74.0,-2.0
243,146.0,-959.0,240.0,-6.0,73.0,-7.0
244,152.0,-961.0,238.0,-6.0,71.0,-17.0
245,157.0,-959.0,239.0,-6.0,70.0,-24.0
246,157.0,-960.0,238.0,-8.0,70.0,-25.0
247,157.0,-955.0,241.0,-7.0,70.0,-26.0
248,154.0,-953.0,240.0,-8.0,70.0,-26.0
249,158.0,-947.0,241.0,-6.0,69.0,-25.0
250,166.0,-956.0,238.0,-7.0,69.0,-19.0
251,150.0,-957.0,239.0,-11.0,67.0,-41.0
252,157.0,-957.0,238.0,-11.0,65.0,-44.0
253,160.0,-955.0,240.0,-12.0,66.0,-44.0
254,162.0,-955.0,237.0,-11.0,67.0,-39.0
255,162.0,-953.0,238.0,-10.0,67.0,-33.0
256,157.0,-953.0,239.0,-7.0,68.0,-27.0
257,161.0,-951.0,239.0,-4.0,67.0,-23.0
258,153.0,-954.0,239.0,-3.0,67.0,-20.0
259,156.0,-954.0,238.0,1.0,64.0,-17.0
260,155.0,-957.0,237.0,4.0,64.0,-17.0
261,157.0,-961.0,237.0,7.0,63.0,-17.0
262,157.0,-957.0,239.0,9.0,63.0,-17.0
263,157.0,-959.0,239.0,9.0,63.0,-18.0
264,159.0,-956.0,240.0,10.0,63.0,-18.0
265,156.0,-958.0,237.0,8.0,65.0,-18.0
266,157.0,-953.0,241.0,6.0,66.0,-16.0
267,162.0,-953.0,239.0,-8.0,65.0,-37.0
268,157.0,-956.0,240.0,-11.0,67.0,-34.0
269,159.0,-952.0,242.0,-10.0,67.0,-32.0
270,157.0,-955.0,239.0,-13.0,69.0,-31.0
271,158.0,-956.0,237.0,-10.0,70.0,-31.0
272,155.0,-955.0,241.0,-9.0,70.0,-30.0
273,160.0,-959.0,238.0,-13.0,70.0,-31.0
274,161.0,-956.0,240.0,-15.0,72.0,-31.0
275,157.0,-962.0,237.0,-22.0,74.0,-31.0
276,156.0,-954.0,240.0,-22.0,75.0,-34.0
277,152.0,-959.0,238.0,-28.0,76.0,-37.0
278,160.0,-956.0,236.0,-28.0,74.0,-42.0
279,157.0,-950.0,243.0,-29.0,74.0,-41.0
280,161.0,-953.0,238.0,-32.0,73.0,-41.0
281,160.0,-952.0,241.0,-33.0,74.0,-38.0
282,155.0,-953.0,238.0,15.0,68.0,-27.0
283,162.0,-957.0,235.0,-16.0,76.0,-15.0
284,154.0,-958.0,237.0,-13.0,77.0,-16.0
285,154.0,-958.0,234.0,-10.0,75.0,-22.0
286,155.0,-955.0,239.0,-5.0,73.0,-27.0
287,159.0,-960.0,234.0,-4.0,72.0,-31.0
288,158.0,-950.0,240.0,4.0,70.0,-32.0
289,154.0,-954.0,236.0,2.0,69.0,-32.0
290,152.0,-949.0,239.0,9.0,66.0,-36.0
291,150.0,-955.0,237.0,12.0,63.0,-42.0
292,156.0,-955.0,236.0,16.0,58.0,-51.0
293,154.0,-956.0,240.0,17.0,57.0,-58.0
294,200.0,-955.0,239.0,5.0,34.0,-40.0
295,202.0,-956.0,237.0,2.0,47.0,-24.0
296,194.0,-956.0,239.0,-2.0,63.0,-9.0
297,185.0,-956.0,241.0,-6.0,73.0,1.0
298,178.0,-954.0,243.0,-9.0,80.0,5.0
299,176.0,-957.0,240.0,-16.0,85.0,6.0
300,176.0,-952.0,242.0,-18.0,90.0,3.0
301,178.0,-956.0,241.0,-23.0,93.0,2.0
302,194.0,-951.0,240.0,-25.0,95.0,7.0
303,202.0,-953.0,240.0,-32.0,103.0,22.0
304,205.0,-952.0,238.0,-39.0,113.0,44.0
305,173.0,-952.0,239.0,-49.0,138.0,77.0
306,143.0,-956.0,235.0,-11.0,79.0,-4.0
307,148.0,-962.0,234.0,-2.0,74.0,-17.0
308,152.0,-966.0,234.0,6.0,71.0,-29.0
309,164.0,-957.0,239.0,12.0,67.0,-35.0
310,165.0,-964.0,239.0,9.0,67.0,-33.0
311,177.0,-961.0,236.0,5.0,63.0,-28.0
312,174.0,-961.0,236.0,1.0,66.0,-17.0
313,169.0,-956.0,239.0,1.0,69.0,-6.0
314,165.0,-957.0,238.0,-2.0,73.0,0.0
315,167.0,-955.0,236.0,-3.0,76.0,2.0
316,160.0,-952.0,238.0,-3.0,81.0,5.0
317,146.0,-952.0,241.0,-9.0,80.0,2.0
318,154.0,-954.0,238.0,-11.0,73.0,-5.0
319,159.0,-955.0,236.0,-10.0,74.0,-7.0
320,154.0,-953.0,238.0,-7.0,76.0,-4.0
321,156.0,-951.0,237.0,-4.0,75.0,-3.0
322,156.0,-955.0,238.0,-5.0,76.0,-2.0
323,160.0,-954.0,238.0,-4.0,76.0,0.0
324,160.0,-957.0,238.0,-5.0,78.0,4.0
325,155.0,-958.0,236.0,-6.0,82.0,6.0
326,155.0,-953.0,238.0,-3.0,83.0,7.0
327,149.0,-958.0,235.0,-4.0,83.0,6.0
328,146.0,-957.0,236.0,-4.0,73.0,-21.0
329,151.0,-954.0,239.0,-2.0,71.0,-25.0
330,150.0,-955.0,239.0,-3.0,71.0,-25.0
331,152.0,-953.0,238.0,-2.0,69.0,-25.0
332,148.0,-956.0,239.0,-4.0,71.0,-26.0
333,151.0,-956.0,238.0,-5.0,69.0,-29.0
334,151.0,-955.0,239.0,-6.0,69.0,-30.0
335,153.0,-961.0,235.0,-9.0,69.0,-31.0
336,150.0,-957.0,237.0,-7.0,71.0,-32.0
337,147.0,-957.0,237.0,-7.0,70.0,-34.0
338,151.0,-953.0,238.0,-7.0,67.0,-38.0
339,157.0,-954.0,236.0,-20.0,66.0,-56.0
340,160.0,-952.0,237.0,-28.0,66.0,-53.0
341,162.0,-958.0,229.0,-11.0,63.0,-82.0
342,166.0,-961.0,230.0,-9.0,59.0,-81.0
343,168.0,-956.0,228.0,-4.0,58.0,-79.0
344,169.0,-954.0,232.0,1.0,55.0,-74.0
345,171.0,-961.0,227.0,-1.0,53.0,-68.0
346,177.0,-964.0,224.0,3.0,54.0,-63.0
347,167.0,-956.0,231.0,12.0,57.0,-58.0
348,165.0,-948.0,243.0,25.0,-59.0,-148.0
349,193.0,-950.0,234.0,18.0,-70.0,-162.0
350,211.0,-956.0,224.0,12.0,-66.0,-160.0
351,208.0,-955.0,228.0,18.0,-52.0,-149.0
352,213.0,-946.0,232.0,23.0,-42.0,-141.0
353,198.0,-949.0,232.0,16.0,-27.0,-130.0
354,190.0,-947.0,238.0,21.0,-24.0,-125.0
355,193.0,-950.0,235.0,16.0,-24.0,-129.0
356,201.0,-949.0,238.0,16.0,-22.0,-139.0
357,219.0,-965.0,218.0,1.0,-14.0,-147.0
358,206.0,-971.0,218.0,13.0,5.0,-143.0
359,226.0,-952.0,229.0,77.0,57.0,-27.0
360,206.0,-945.0,244.0,11.0,78.0,-27.0
361,206.0,-953.0,235.0,13.0,86.0,-33.0
362,202.0,-960.0,234.0,27.0,99.0,-45.0
363,216.0,-952.0,239.0,47.0,106.0,-56.0
364,225.0,-952.0,238.0,52.0,116.0,-50.0
365,226.0,-944.0,245.0,60.0,123.0,-34.0
366,220.0,-944.0,247.0,60.0,127.0,-14.0
367,219.0,-940.0,252.0,63.0,123.0,5.0
368,221.0,-952.0,241.0,56.0,121.0,22.0
369,214.0,-950.0,247.0,67.0,120.0,36.0
370,195.0,-947.0,253.0,73.0,119.0,44.0
371,228.0,-955.0,255.0,88.0,129.0,28.0
372,179.0,-975.0,281.0,88.0,183.0,112.0
373,176.0,-981.0,277.0,95.0,188.0,108.0
374,168.0,-982.0,281.0,107.0,196.0,104.0
375,182.0,-997.0,285.0,117.0,190.0,101.0
376,190.0,-1035.0,269.0,122.0,189.0,111.0
377,173.0,-1053.0,259.0,156.0,194.0,129.0
378,206.0,-1034.0,296.0,219.0,172.0,147.0
379,227.0,-1020.0,295.0,246.0,173.0,181.0
380,222.0,-1033.0,311.0,264.0,201.0,220.0
381,212.0,-1057.0,324.0,285.0,224.0,241.0
382,187.0,-1096.0,334.0,325.0,249.0,244.0
383,-158.0,-1140.0,448.0,2210.0,-36.0,22.0
384,70.0,-275.0,-348.0,175.0,-920.0,829.0
385,6.0,-294.0,-326.0,-179.0,-943.0,780.0
386,13.0,-343.0,-309.0,-508.0,-1044.0,796.0
387,38.0,-319.0,-275.0,-754.0,-1157.0,827.0
388,110.0,-356.0,-260.0,-1056.0,-1255.0,826.0
389,207.0,-482.0,-236.0,-1558.0,-1310.0,840.0
390,237.0,-544.0,-219.0,-1749.0,-1277.0,848.0
391,214.0,-595.0,-198.0,-1905.0,-1211.0,880.0
392,159.0,-678.0,-170.0,-2059.0,-1169.0,927.0
393,172.0,-757.0,-176.0,-2186.0,-1193.0,975.0
394,169.0,-778.0,-183.0,-2267.0,-1221.0,972.0
395,97.0,-838.0,-151.0,-2388.0,-1280.0,889.0
396,203.0,-960.0,-144.0,-2530.0,-1497.0,825.0
397,775.0,-1421.0,205.0,-2517.0,-1366.0,748.0
398,698.0,-1495.0,277.0,-2483.0,-1224.0,731.0
399,657.0,-1525.0,344.0,-2397.0,-1142.0,715.0
400,652.0,-1513.0,410.0,-2268.0,-1095.0,696.0
401,702.0,-1464.0,463.0,-2117.0,-1064.0,647.0
402,693.0,-1447.0,498.0,-1973.0,-985.0,578.0
403,647.0,-1384.0,520.0,-1802.0,-891.0,523.0
404,561.0,-1303.0,514.0,-1656.0,-800.0,460.0
405,625.0,-1008.0,777.0,-707.0,-1009.0,-147.0
406,-28.0,-1277.0,272.0,204.0,285.0,320.0
407,287.0,-926.0,149.0,98.0,40.0,-342.0
408,236.0,-957.0,137.0,102.0,82.0,-278.0
409,247.0,-950.0,146.0,160.0,80.0,-244.0
410,220.0,-931.0,175.0,193.0,88.0,-218.0
411,184.0,-945.0,175.0,174.0,83.0,-210.0
412,159.0,-985.0,167.0,143.0,79.0,-249.0
413,168.0,-976.0,183.0,151.0,68.0,-314.0
414,208.0,-970.0,155.0,123.0,60.0,-365.0
415,224.0,-947.0,168.0,137.0,63.0,-389.0
416,267.0,-943.0,165.0,136.0,62.0,-390.0
417,285.0,-925.0,177.0,146.0,67.0,-355.0
418,279.0,-952.0,173.0,15.0,83.0,-206.0
419,319.0,-931.0,167.0,48.0,113.0,-134.0
420,309.0,-922.0,193.0,63.0,132.0,-125.0
421,300.0,-927.0,195.0,56.0,148.0,-116.0
422,298.0,-937.0,187.0,52.0,163.0,-111.0
423,277.0,-930.0,184.0,64.0,174.0,-110.0
424,258.0,-920.0,198.0,82.0,170.0,-115.0
425,263.0,-945.0,180.0,73.0,152.0,-129.0
426,298.0,-951.0,188.0,88.0,131.0,-143.0
427,328.0,-953.0,192.0,102.0,125.0,-144.0
428,333.0,-962.0,187.0,108.0,144.0,-142.0
429,334.0,-969.0,194.0,124.0,160.0,-140.0
430,234.0,-986.0,259.0,387.0,308.0,-480.0
431,244.0,-1009.0,255.0,396.0,261.0,-507.0
432,296.0,-991.0,259.0,438.0,202.0,-539.0
433,368.0,-945.0,263.0,472.0,169.0,-558.0
434,375.0,-937.0,255.0,484.0,184.0,-565.0
435,433.0,-935.0,251.0,492.0,178.0,-576.0
