sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-108.0,-979.0,111.0,29.0,-35.0,-10.0
1,-116.0,-970.0,122.0,45.0,-31.0,-9.0
2,-114.0,-971.0,120.0,41.0,-32.0,-13.0
3,-110.0,-973.0,119.0,40.0,-32.0,-16.0
4,-107.0,-976.0,119.0,39.0,-30.0,-15.0
5,-108.0,-980.0,118.0,39.0,-29.0,-12.0
6,-109.0,-982.0,117.0,41.0,-28.0,-8.0
7,-110.0,-992.0,115.0,41.0,-28.0,-5.0
8,-112.0,-1000.0,112.0,45.0,-29.0,-4.0
9,-109.0,-996.0,115.0,52.0,-31.0,-1.0
10,-109.0,-990.0,118.0,55.0,-32.0,1.0
11,-122.0,-988.0,121.0,52.0,-38.0,-2.0
12,-39.0,-895.0,-1234.0,1638.0,-320.0,300.0
13,180.0,-217.0,-1405.0,1336.0,-377.0,166.0
14,93.0,-368.0,-1595.0,603.0,-429.0,147.0
15,546.0,85.0,-1954.0,-55.0,-467.0,195.0
16,457.0,-631.0,-1958.0,-736.0,-194.0,110.0
17,449.0,-416.0,-1958.0,-928.0,93.0,-66.0
18,142.0,-380.0,-1894.0,-1224.0,396.0,-156.0
19,-175.0,-524.0,-1742.0,-1603.0,553.0,-126.0
20,-322.0,-894.0,-1610.0,-1921.0,532.0,-13.0
21,-370.0,-1056.0,-1425.0,-2027.0,425.0,37.0
22,-341.0,-898.0,-1244.0,-2113.0,285.0,-50.0
23,-308.0,-1275.0,-905.0,-2752.0,-2.0,-320.0
24,-95.0,-1378.0,230.0,-2263.0,490.0,-326.0
25,-227.0,-1340.0,243.0,-2272.0,473.0,-369.0
26,-273.0,-1493.0,288.0,-2259.0,387.0,-311.0
27,-231.0,-1509.0,344.0,-2105.0,274.0,-241.0
28,-124.0,-1392.0,400.0,-1912.0,171.0,-233.0
29,-75.0,-1343.0,447.0,-1770.0,118.0,-280.0
30,-62.0,-1338.0,482.0,-1631.0,93.0,-322.0
31,-64.0,-1313.0,494.0,-1458.0,85.0,-308.0
32,-45.0,-1274.0,493.0,-1266.0,89.0,-253.0
33,-55.0,-1139.0,499.0,-1078.0,118.0,-210.0
34,-92.0,-1004.0,472.0,-962.0,148.0,-190.0
35,-125.0,-1068.0,424.0,-815.0,143.0,-59.0
36,69.0,-813.0,42.0,118.0,-491.0,-96.0
37,103.0,-786.0,43.0,189.0,-424.0,-94.0
38,132.0,-819.0,38.0,237.0,-335.0,-84.0
39,152.0,-846.0,30.0,298.0,-228.0,-64.0
40,153.0,-850.0,0.0,375.0,-108.0,-46.0
41,129.0,-812.0,-28.0,449.0,6.0,-30.0
42,109.0,-788.0,-65.0,491.0,99.0,-43.0
43,91.0,-771.0,-92.0,511.0,173.0,-50.0
44,70.0,-781.0,-117.0,520.0,235.0,-23.0
45,111.0,-868.0,-37.0,626.0,439.0,82.0
46,-209.0,-316.0,-512.0,3003.0,-38.0,146.0
47,1162.0,-812.0,-1958.0,-1015.0,-1258.0,-597.0
48,570.0,-857.0,-1950.0,-253.0,658.0,1296.0
49,-919.0,-1302.0,841.0,3713.0,-411.0,2579.0
