sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,60.0,-985.0,95.0,29.0,-39.0,12.0
1,62.0,-980.0,97.0,42.0,-43.0,10.0
2,63.0,-981.0,97.0,42.0,-44.0,14.0
3,61.0,-981.0,97.0,42.0,-44.0,18.0
4,58.0,-982.0,98.0,42.0,-45.0,22.0
5,59.0,-988.0,96.0,41.0,-45.0,23.0
6,58.0,-987.0,98.0,42.0,-45.0,24.0
7,53.0,-985.0,97.0,42.0,-44.0,22.0
8,60.0,-982.0,97.0,44.0,-45.0,17.0
9,69.0,-978.0,98.0,45.0,-45.0,22.0
10,60.0,-984.0,98.0,43.0,-44.0,34.0
11,54.0,-990.0,97.0,43.0,-43.0,38.0
12,49.0,-986.0,101.0,39.0,-42.0,26.0
13,-92.0,-1409.0,-11.0,301.0,-35.0,-536.0
14,-132.0,-1435.0,-24.0,448.0,-75.0,-649.0
15,-159.0,-1781.0,-26.0,527.0,-124.0,-837.0
16,-228.0,-1812.0,36.0,849.0,-230.0,-719.0
17,-279.0,-1409.0,118.0,1208.0,-382.0,-427.0
18,-329.0,-1260.0,99.0,1354.0,-547.0,-196.0
19,-167.0,-1258.0,73.0,1379.0,-696.0,-117.0
20,-231.0,-1252.0,78.0,1380.0,-710.0,-314.0
21,-293.0,-1061.0,47.0,1407.0,-757.0,-502.0
22,-361.0,-1009.0,-6.0,1388.0,-864.0,-548.0
23,-316.0,-480.0,-299.0,1367.0,-1011.0,-443.0
24,-280.0,-590.0,-466.0,780.0,-1133.0,-19.0
25,-136.0,-1115.0,222.0,-1090.0,236.0,653.0
26,-157.0,-1167.0,233.0,-1079.0,102.0,622.0
27,-161.0,-1210.0,251.0,-1026.0,-53.0,620.0
28,-147.0,-1208.0,273.0,-942.0,-217.0,628.0
29,-137.0,-1170.0,295.0,-856.0,-372.0,620.0
30,-158.0,-1188.0,315.0,-785.0,-518.0,578.0
31,-180.0,-1216.0,331.0,-699.0,-662.0,530.0
32,-197.0,-1201.0,338.0,-588.0,-808.0,522.0
33,6.0,-1060.0,278.0,-291.0,-1412.0,676.0
34,41.0,-1063.0,12.0,459.0,-36.0,-206.0
35,62.0,-951.0,110.0,288.0,-97.0,-141.0
36,67.0,-959.0,102.0,248.0,-94.0,-124.0
37,69.0,-970.0,96.0,215.0,-90.0,-106.0
38,71.0,-969.0,98.0,196.0,-85.0,-88.0
39,75.0,-973.0,99.0,178.0,-83.0,-71.0
40,72.0,-978.0,102.0,159.0,-77.0,-54.0
41,70.0,-986.0,101.0,137.0,-69.0,-40.0
42,72.0,-989.0,96.0,119.0,-62.0,-30.0
43,76.0,-983.0,96.0,108.0,-56.0,-21.0
44,73.0,-976.0,98.0,100.0,-50.0,-9.0
45,64.0,-975.0,98.0,96.0,-47.0,1.0
46,61.0,-974.0,101.0,98.0,-52.0,1.0
47,53.0,-987.0,104.0,40.0,-41.0,-9.0
48,53.0,-987.0,102.0,40.0,-42.0,-18.0
49,54.0,-981.0,105.0,41.0,-44.0,-26.0
50,67.0,-976.0,103.0,41.0,-47.0,-29.0
51,69.0,-976.0,104.0,40.0,-47.0,-22.0
52,63.0,-982.0,105.0,37.0,-46.0,-14.0
53,65.0,-981.0,105.0,33.0,-45.0,-9.0
54,66.0,-982.0,104.0,29.0,-45.0,-5.0
55,60.0,-989.0,102.0,25.0,-44.0,-1.0
56,54.0,-1000.0,97.0,27.0,-44.0,-4.0
57,53.0,-996.0,101.0,33.0,-45.0,-13.0
58,57.0,-995.0,96.0,44.0,-47.0,-31.0
59,71.0,-1013.0,99.0,66.0,-21.0,-7.0
60,65.0,-1017.0,100.0,73.0,-16.0,-9.0
61,68.0,-1026.0,96.0,82.0,-12.0,-15.0
62,57.0,-1023.0,93.0,101.0,-8.0,-23.0
63,36.0,-1053.0,87.0,121.0,-8.0,-41.0
64,33.0,-1051.0,92.0,155.0,-11.0,-80.0
65,34.0,-1058.0,93.0,188.0,-13.0,-124.0
66,56.0,-1050.0,99.0,215.0,-11.0,-164.0
67,69.0,-1088.0,90.0,239.0,-9.0,-193.0
68,58.0,-1096.0,97.0,279.0,1.0,-223.0
69,73.0,-1081.0,91.0,330.0,-4.0,-231.0
70,80.0,-1097.0,109.0,374.0,-12.0,-235.0
71,26.0,-1222.0,111.0,413.0,-11.0,-275.0
72,17.0,-1261.0,88.0,780.0,47.0,-398.0
73,-408.0,-1918.0,-71.0,3768.0,-190.0,-195.0
74,-317.0,-1924.0,-350.0,3789.0,-268.0,-1051.0
75,-543.0,-1895.0,-162.0,3895.0,-227.0,-1868.0
76,-593.0,-1954.0,-239.0,3988.0,-300.0,-2160.0
77,-438.0,-1959.0,-334.0,4182.0,-476.0,-2172.0
78,-500.0,-1619.0,-522.0,4418.0,-422.0,-2774.0
79,-15.0,1054.0,-381.0,4371.0,-305.0,-3576.0
80,1393.0,1855.0,-1215.0,2998.0,74.0,-4353.0
81,350.0,368.0,-300.0,967.0,1749.0,-4044.0
82,-749.0,-552.0,-509.0,219.0,2339.0,-2207.0
83,-632.0,-360.0,-887.0,11.0,2184.0,-1010.0
84,-912.0,-426.0,-496.0,-99.0,1935.0,-186.0
85,-14.0,-841.0,-303.0,-3060.0,663.0,723.0
86,-91.0,-904.0,-266.0,-3130.0,761.0,777.0
87,-188.0,-889.0,-215.0,-3196.0,814.0,893.0
88,-282.0,-900.0,-169.0,-3318.0,814.0,1049.0
89,-379.0,-1048.0,-112.0,-3486.0,763.0,1187.0
90,-512.0,-1551.0,59.0,-3695.0,492.0,1203.0
91,-530.0,-1781.0,162.0,-3622.0,267.0,1186.0
92,-442.0,-1825.0,240.0,-3444.0,0.0,1240.0
93,-292.0,-1677.0,282.0,-3291.0,-235.0,1376.0
94,-164.0,-1634.0,297.0,-3277.0,-392.0,1559.0
95,-62.0,-1840.0,329.0,-3334.0,-476.0,1678.0
96,64.0,-1959.0,403.0,-3319.0,-491.0,1656.0
97,195.0,-1952.0,506.0,-3220.0,-424.0,1542.0
98,322.0,-1791.0,624.0,-3132.0,-295.0,1482.0
99,548.0,-1574.0,804.0,-3196.0,92.0,1783.0
100,9.0,-971.0,75.0,353.0,-103.0,-168.0
101,47.0,-976.0,78.0,340.0,-114.0,-195.0
102,39.0,-997.0,72.0,323.0,-108.0,-192.0
103,56.0,-1001.0,64.0,310.0,-102.0,-197.0
104,84.0,-953.0,88.0,305.0,-95.0,-191.0
105,93.0,-917.0,107.0,276.0,-85.0,-160.0
106,87.0,-933.0,100.0,232.0,-76.0,-119.0
107,75.0,-969.0,84.0,196.0,-70.0,-84.0
108,65.0,-978.0,90.0,177.0,-64.0,-63.0
109,67.0,-988.0,88.0,157.0,-59.0,-51.0
110,59.0,-979.0,98.0,118.0,-45.0,-31.0
111,56.0,-983.0,86.0,9.0,-35.0,-7.0
112,59.0,-987.0,86.0,6.0,-38.0,10.0
113,61.0,-993.0,82.0,4.0,-38.0,8.0
114,64.0,-990.0,83.0,6.0,-36.0,7.0
115,61.0,-1003.0,72.0,9.0,-34.0,7.0
116,50.0,-1014.0,67.0,24.0,-33.0,2.0
117,45.0,-1022.0,64.0,48.0,-36.0,-13.0
118,33.0,-1040.0,62.0,76.0,-39.0,-34.0
119,35.0,-1055.0,61.0,105.0,-41.0,-65.0
120,46.0,-1049.0,65.0,133.0,-40.0,-94.0
121,49.0,-1038.0,71.0,153.0,-35.0,-119.0
122,47.0,-1031.0,77.0,168.0,-32.0,-140.0
123,63.0,-1041.0,72.0,206.0,-28.0,-186.0
124,223.0,-1277.0,63.0,852.0,-47.0,-684.0
125,-518.0,-1959.0,-127.0,3646.0,-255.0,-379.0
126,-350.0,-1959.0,-261.0,3947.0,-491.0,-351.0
127,-304.0,-1959.0,-391.0,4249.0,-612.0,-528.0
128,-930.0,-1959.0,-335.0,4612.0,-648.0,-667.0
129,-764.0,-1959.0,-504.0,4947.0,-996.0,-597.0
130,-869.0,-1959.0,-491.0,5186.0,-1214.0,-678.0
131,-764.0,-1912.0,-560.0,5421.0,-1502.0,-839.0
132,-694.0,-1959.0,-940.0,5391.0,-1761.0,-1261.0
133,-702.0,-768.0,-1052.0,5616.0,-1714.0,-2309.0
134,225.0,1958.0,-1246.0,5587.0,-1789.0,-2598.0
135,1166.0,1950.0,-811.0,2857.0,-1202.0,-2265.0
136,1.0,185.0,-922.0,-448.0,216.0,701.0
137,-198.0,-806.0,-421.0,-3674.0,329.0,1329.0
138,-292.0,-1045.0,-261.0,-3705.0,186.0,1525.0
139,-347.0,-1069.0,-185.0,-3700.0,73.0,1527.0
140,-342.0,-1075.0,-143.0,-3731.0,-70.0,1553.0
141,-364.0,-1237.0,-102.0,-3793.0,-215.0,1637.0
142,-421.0,-1552.0,-18.0,-3794.0,-367.0,1734.0
143,-497.0,-1777.0,109.0,-3648.0,-548.0,1812.0
144,-547.0,-1805.0,202.0,-3424.0,-779.0,1910.0
145,-508.0,-1687.0,240.0,-3245.0,-1057.0,2128.0
146,365.0,-1959.0,530.0,-2967.0,-1697.0,2785.0
147,503.0,-1959.0,688.0,-2725.0,-1620.0,2794.0
148,524.0,-1959.0,829.0,-2505.0,-1557.0,2989.0
149,632.0,-1954.0,924.0,-2332.0,-1591.0,3200.0
150,944.0,-1905.0,1001.0,-2149.0,-1666.0,3284.0
151,1391.0,-1694.0,1090.0,-1958.0,-1671.0,3247.0
152,1865.0,-1383.0,1164.0,-1877.0,-1526.0,3010.0
153,1958.0,-1296.0,1245.0,-1950.0,-1193.0,2495.0
154,1958.0,-1410.0,1375.0,-2020.0,-724.0,1699.0
155,-5.0,-811.0,297.0,1312.0,238.0,-856.0
156,44.0,-984.0,94.0,105.0,-60.0,11.0
157,37.0,-981.0,99.0,109.0,-62.0,0.0
158,46.0,-980.0,103.0,109.0,-67.0,-15.0
159,47.0,-992.0,102.0,99.0,-67.0,-25.0
160,57.0,-1000.0,98.0,90.0,-66.0,-31.0
